Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,20,2999,NYK,New York Knicks,22.0,NBA,PG,82.0,0.0,1324.0,7.9,19.0,0.42,0.1,0.5,0.27,7.8,18.4,0.42,7.6,9.6,0.79,2.7,3.4,6.1,10.4,4.6,0.5,7.1,7.4,23.6,,97.0,99.0
1985,20,2999,NYK,New York Knicks,23.0,NBA,PG,82.0,66.0,2489.0,8.3,19.2,0.44,0.0,0.3,0.0,8.3,18.8,0.44,4.7,6.7,0.7,2.5,2.9,5.4,7.9,3.2,0.4,4.0,4.7,21.4,,101.0,109.0
1986,20,2999,NYK,New York Knicks,24.0,NBA,PG,81.0,35.0,2023.0,7.8,18.1,0.43,0.0,0.2,0.0,7.8,17.9,0.44,4.6,6.7,0.69,2.4,2.9,5.3,8.1,3.5,0.9,4.6,5.2,20.2,,96.0,103.0
1987,8,2999,DEN,Denver Nuggets,25.0,NBA,PG,81.0,25.0,2020.0,8.0,16.6,0.48,0.0,0.1,0.0,8.0,16.5,0.48,6.1,8.2,0.74,3.5,3.8,7.3,6.3,2.7,0.8,4.2,5.1,22.1,,107.0,109.0
1988,30,2999,WSB,Washington Bullets,26.0,NBA,SG,52.0,0.0,940.0,5.9,15.1,0.39,0.0,0.3,0.0,5.9,14.8,0.4,4.3,5.5,0.78,2.2,4.4,6.6,5.2,3.2,0.5,3.6,5.5,16.1,,95.0,106.0
1989,30,2999,WSB,Washington Bullets,27.0,NBA,PG,79.0,78.0,2565.0,5.3,12.6,0.42,0.0,0.2,0.0,5.3,12.5,0.43,2.6,3.4,0.77,2.5,6.9,9.4,9.2,2.9,0.4,3.4,4.0,13.2,,101.0,106.0
1990,30,2999,WSB,Washington Bullets,28.0,NBA,PG,81.0,81.0,2883.0,5.3,11.7,0.45,0.0,0.4,0.1,5.3,11.3,0.46,2.3,3.4,0.69,2.9,9.1,12.0,10.9,2.3,0.5,2.9,3.7,12.9,,109.0,106.0
1991,30,2999,WSB,Washington Bullets,29.0,NBA,PG,71.0,65.0,2305.0,4.9,11.4,0.43,0.0,0.2,0.0,4.9,11.2,0.44,2.0,3.3,0.6,3.0,7.6,10.6,9.8,1.7,0.7,3.3,4.2,11.8,,101.0,107.0
1992,9,2999,DET,Detroit Pistons,30.0,NBA,SG,74.0,4.0,1541.0,5.5,13.0,0.42,0.0,0.3,0.0,5.5,12.6,0.43,2.2,3.6,0.62,2.9,5.2,8.1,7.0,2.1,0.6,2.7,4.6,13.2,,101.0,105.0
1993,31,2999,TOT,Total After Trade,31.0,NBA,"PG,SG",37.0,2.0,511.0,3.4,9.7,0.35,0.0,0.1,0.0,3.4,9.6,0.36,1.2,2.6,0.46,2.2,3.6,5.9,5.4,3.3,0.2,2.5,6.4,8.1,,88.0,106.0
1993,9,2999,DET,Detroit Pistons,31.0,NBA,SG,9.0,2.0,144.0,1.1,6.8,0.16,0.0,0.4,0.0,1.1,6.4,0.17,0.7,2.1,0.33,1.4,5.4,6.8,3.2,3.6,0.0,4.6,4.3,2.9,,43.0,106.0
1993,5,2999,CHI,Chicago Bulls,31.0,NBA,PG,28.0,0.0,367.0,4.4,10.9,0.4,0.0,0.0,,4.4,10.9,0.4,1.4,2.8,0.5,2.5,3.0,5.5,6.2,3.3,0.3,1.7,7.2,10.2,,103.0,106.0
