Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,28,2510,TOR,Toronto Raptors,22.0,NBA,SG,7.0,7.0,158.0,3.2,10.7,0.3,0.9,5.5,0.17,2.3,5.2,0.44,0.7,1.1,0.6,0.2,3.0,3.2,0.5,1.4,0.7,1.8,4.3,8.0
2015,28,2510,TOR,Toronto Raptors,23.0,NBA,SF,4.0,4.0,107.0,3.7,9.8,0.38,2.0,6.1,0.33,1.7,3.7,0.46,0.0,0.0,,0.0,2.0,2.0,1.3,1.0,1.3,0.7,3.4,9.4
2016,28,2510,TOR,Toronto Raptors,24.0,NBA,SF,20.0,0.0,335.0,4.9,12.8,0.39,2.3,6.9,0.33,2.7,5.9,0.46,1.4,2.1,0.65,0.4,3.0,3.4,1.2,1.4,0.5,1.7,3.0,13.5
2019,22,2510,ORL,Orlando Magic,27.0,NBA,SG,5.0,0.0,146.0,4.9,13.3,0.37,3.0,8.6,0.34,2.0,4.7,0.42,3.5,4.2,0.82,0.2,4.2,4.4,1.7,1.5,0.5,2.5,2.5,16.3
2020,22,2510,ORL,Orlando Magic,28.0,NBA,SG,5.0,0.0,135.0,8.0,17.1,0.47,2.7,8.0,0.33,5.3,9.1,0.59,3.2,3.7,0.86,0.3,5.6,5.9,1.3,1.1,0.3,2.1,3.7,21.9
