Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,7.0,2980,DAL,Dallas Mavericks,Jay Vincent,1959-06-10,22.0,NBA,PF,81,62,32.4,8.9,17.9,0.497,0.0,0.0,0.25,8.9,17.8,0.497,0.497,3.6,5.0,0.716,2.2,4.7,7.0,2.2,1.1,0.3,2.4,3.8,21.4
1983,7.0,2980,DAL,Dallas Mavericks,Jay Vincent,1959-06-10,23.0,NBA,PF,81,73,33.7,7.7,15.7,0.489,0.0,0.0,0.0,7.7,15.7,0.49,0.489,3.3,4.2,0.784,2.7,4.6,7.3,2.6,0.9,0.6,2.3,3.6,18.7
1984,7.0,2980,DAL,Dallas Mavericks,Jay Vincent,1959-06-10,24.0,NBA,SF,61,5,23.3,4.1,9.5,0.435,0.0,0.0,0.0,4.1,9.5,0.436,0.435,2.8,3.5,0.781,1.3,2.7,4.0,1.9,0.5,0.2,1.9,2.6,11.0
1985,7.0,2980,DAL,Dallas Mavericks,Jay Vincent,1959-06-10,25.0,NBA,PF,79,47,32.2,6.9,14.4,0.479,0.0,0.1,0.0,6.9,14.4,0.481,0.479,4.4,5.3,0.836,2.3,6.6,8.9,2.1,0.6,0.3,2.2,2.9,18.2
1986,7.0,2980,DAL,Dallas Mavericks,Jay Vincent,1959-06-10,26.0,NBA,PF,80,3,24.9,5.5,11.5,0.481,0.0,0.0,0.0,5.5,11.5,0.483,0.481,2.8,3.4,0.81,1.3,3.3,4.6,2.3,0.8,0.3,1.8,2.4,13.8
1987,30.0,2980,WSB,Washington Bullets,Jay Vincent,1959-06-10,27.0,NBA,SF,51,17,27.2,5.4,12.0,0.447,0.0,0.1,0.0,5.4,12.0,0.449,0.447,2.5,3.3,0.769,1.4,2.8,4.1,1.7,0.8,0.3,1.5,2.5,13.3
1988,8.0,2980,DEN,Denver Nuggets,Jay Vincent,1959-06-10,28.0,NBA,SF,73,8,24.0,6.1,13.1,0.466,0.0,0.1,0.25,6.1,13.1,0.466,0.466,3.2,3.9,0.805,1.1,3.1,4.2,2.0,0.6,0.4,1.9,2.7,15.4
1989,31.0,2980,TOT,Total After Trade,Jay Vincent,1959-06-10,29.0,NBA,SF,29,4,22.3,3.6,8.9,0.405,0.0,0.1,0.333,3.6,8.8,0.406,0.407,1.4,2.1,0.667,1.3,2.5,3.8,0.9,0.2,0.1,1.4,2.2,8.6
1989,8.0,2980,DEN,Denver Nuggets,Jay Vincent,1959-06-10,29.0,NBA,SF,5,1,19.0,2.6,7.6,0.342,0.2,0.4,0.5,2.4,7.2,0.333,0.355,1.0,1.8,0.556,0.4,3.2,3.6,1.0,0.2,0.2,1.0,2.2,6.4
1989,27.0,2980,SAS,San Antonio Spurs,Jay Vincent,1959-06-10,29.0,NBA,SF,24,3,23.0,3.8,9.1,0.416,0.0,0.0,0.0,3.8,9.1,0.417,0.416,1.5,2.1,0.686,1.5,2.3,3.8,0.9,0.2,0.1,1.5,2.2,9.0
1990,31.0,2980,TOT,Total After Trade,Jay Vincent,1959-06-10,30.0,NBA,SF,41,6,11.2,2.1,4.5,0.47,0.0,0.0,0.5,2.1,4.4,0.47,0.473,1.0,1.2,0.837,0.5,1.0,1.5,0.4,0.4,0.1,0.8,1.3,5.2
1990,23.0,2980,PHI,Philadelphia 76Ers,Jay Vincent,1959-06-10,30.0,NBA,SF,17,5,15.2,2.6,6.2,0.429,0.1,0.1,1.0,2.6,6.1,0.423,0.433,1.9,2.2,0.892,0.8,1.4,2.1,0.5,0.6,0.1,0.8,1.4,7.3
1990,14.0,2980,LAL,Los Angeles Lakers,Jay Vincent,1959-06-10,30.0,NBA,SF,24,1,8.3,1.7,3.3,0.526,0.0,0.0,0.0,1.7,3.2,0.532,0.526,0.3,0.5,0.667,0.3,0.8,1.1,0.4,0.3,0.1,0.8,1.2,3.8
