Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1984,24,PHO,Phoenix Suns,Larry Nance,24,17,633,18.8,0.62,0.0,0.38,9.5,17.1,13.4,8.9,1.2,3.2,11.7,17.6,1.4,0.7,2.1,0.16,2.7,0.8,3.5,0.9
1984,24,PHO,Phoenix Suns,Walter Davis,29,17,623,22.7,0.58,0.03,0.24,2.8,5.5,4.2,28.5,2.3,0.3,10.6,27.3,1.9,0.4,2.3,0.18,5.0,0.1,5.1,1.1
1984,24,PHO,Phoenix Suns,Kyle Macy,26,17,620,12.1,0.54,0.14,0.1,2.7,7.2,5.0,20.5,1.7,0.2,13.2,12.8,0.7,0.4,1.1,0.08,0.1,0.2,0.4,0.4
1984,24,PHO,Phoenix Suns,Maurice Lucas,31,17,570,19.7,0.56,0.0,0.34,8.7,24.8,17.0,15.5,1.0,0.8,10.0,21.4,1.3,0.6,2.0,0.17,2.9,0.4,3.3,0.8
1984,24,PHO,Phoenix Suns,James Edwards,28,17,463,13.6,0.53,0.0,0.36,5.6,16.6,11.3,8.4,0.4,1.4,12.4,22.7,0.3,0.3,0.6,0.07,-1.1,-1.2,-2.3,0.0
1984,24,PHO,Phoenix Suns,Alvan Adams,29,17,312,15.0,0.48,0.0,0.42,10.2,21.4,16.0,18.6,2.7,2.1,18.5,24.7,-0.2,0.5,0.3,0.04,-1.4,1.5,0.1,0.2
1984,24,PHO,Phoenix Suns,Charles Pittman,25,17,253,11.4,0.58,0.02,0.57,11.7,17.2,14.5,6.0,1.0,1.2,20.1,13.3,0.2,0.2,0.4,0.08,-0.9,-0.4,-1.4,0.0
1984,24,PHO,Phoenix Suns,Paul Westphal,33,17,222,9.9,0.48,0.11,0.4,1.6,2.5,2.1,21.9,2.7,0.0,20.3,22.4,-0.2,0.1,0.0,-0.01,-2.7,-1.1,-3.8,-0.1
1984,24,PHO,Phoenix Suns,Mike Sanders,23,15,152,9.7,0.56,0.0,0.37,7.8,7.3,7.6,6.1,1.9,1.6,20.7,18.7,0.0,0.1,0.1,0.05,-3.5,0.0,-3.6,-0.1
1984,24,PHO,Phoenix Suns,Rod Foster,23,16,128,2.8,0.34,0.13,0.23,5.5,6.1,5.8,17.2,1.9,0.5,23.2,18.4,-0.3,0.1,-0.3,-0.1,-6.8,-1.1,-7.9,-0.2
1984,24,PHO,Phoenix Suns,Alvin Scott,28,16,111,7.0,0.44,0.04,0.23,10.7,14.1,12.4,7.8,0.9,1.1,19.6,13.5,-0.1,0.1,0.0,0.01,-2.7,-0.9,-3.6,0.0
1984,24,PHO,Phoenix Suns,Rick Robey,28,10,43,11.5,0.46,0.06,0.5,19.3,7.8,13.3,6.4,2.3,0.0,17.0,23.0,0.0,0.0,0.0,0.0,-1.9,-2.7,-4.6,0.0
