Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,23.0,NJN,NBA,PF,21.0,0.0,108.0,4.7,13.3,0.35,0.0,0.0,,4.7,13.3,0.35,3.0,5.0,0.6,3.7,7.7,11.3,2.3,0.7,0.7,3.7,6.7,12.3
1991,24.0,DEN,NBA,PF,3.0,0.0,21.0,3.4,6.9,0.5,0.0,0.0,,3.4,6.9,0.5,10.3,13.7,0.75,5.1,3.4,8.6,0.0,1.7,0.0,0.0,10.3,17.1
1992,25.0,NYK,NBA,PF,82.0,0.0,2198.0,3.3,6.5,0.509,0.0,0.0,,3.3,6.5,0.509,2.7,4.3,0.642,3.5,5.8,9.4,1.7,0.8,0.3,1.7,3.8,9.4
1993,26.0,NYK,NBA,PF,81.0,0.0,2482.0,4.6,9.1,0.502,0.0,0.0,,4.6,9.1,0.502,2.9,4.2,0.682,3.4,5.9,9.3,2.5,0.6,0.3,2.0,3.5,12.1
1994,27.0,NYK,NBA,PF,73.0,12.0,1903.0,3.9,8.2,0.476,0.0,0.0,0.0,3.9,8.2,0.477,2.2,3.0,0.72,3.0,5.1,8.1,2.9,0.6,0.2,2.0,3.6,10.0
1995,28.0,NYK,NBA,PF,77.0,11.0,2496.0,4.1,7.3,0.566,0.0,0.0,0.0,4.1,7.3,0.567,2.8,4.3,0.641,2.6,6.8,9.4,3.5,1.0,0.3,1.8,3.6,11.0
1996,29.0,NYK,NBA,SF,82.0,82.0,3457.0,4.7,8.3,0.563,0.0,0.0,,4.7,8.3,0.563,3.1,4.3,0.72,2.3,5.7,8.0,3.8,0.7,0.4,2.2,2.6,12.5
1997,30.0,CHH,NBA,PF,73.0,73.0,3143.0,5.0,9.4,0.525,0.0,0.0,0.333,4.9,9.4,0.526,3.7,4.9,0.745,2.1,7.4,9.5,4.7,0.9,0.4,1.9,2.3,13.6
1998,31.0,CHH,NBA,PF,81.0,80.0,3148.0,4.4,8.7,0.509,0.0,0.0,0.0,4.4,8.7,0.512,3.0,4.6,0.649,2.0,7.4,9.4,3.9,0.8,0.2,1.7,2.1,11.9
2001,34.0,MIA,NBA,PF,80.0,80.0,3254.0,5.1,10.6,0.482,0.0,0.0,,5.1,10.6,0.482,4.1,5.2,0.781,1.9,6.6,8.5,2.7,0.9,0.3,2.0,2.6,14.3
2002,35.0,MIL,NBA,PF,82.0,82.0,3143.0,3.6,7.2,0.505,0.0,0.0,1.0,3.6,7.2,0.504,1.8,2.5,0.697,1.4,6.0,7.4,4.0,0.7,0.3,1.5,2.1,9.0
2003,36.0,MIL,NBA,C,65.0,58.0,2119.0,3.2,6.7,0.486,0.0,0.0,0.0,3.2,6.7,0.487,1.4,2.0,0.718,1.5,5.5,7.1,3.6,0.5,0.2,1.3,2.5,7.9
