PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Josh McRoberts,26,4,4,38.5,3.8,8.3,0.455,2.0,4.3,0.47100000000000003,1.8,4.0,0.43799999999999994,0.5760000000000001,2.0,2.5,0.8,0.3,6.5,6.8,3.8,1.0,0.3,1.5,3.3,11.5
Kemba Walker,23,4,4,38.3,6.5,13.8,0.473,3.0,6.0,0.5,3.5,7.8,0.452,0.5820000000000001,3.5,4.5,0.778,0.3,3.5,3.8,6.0,2.0,0.8,3.8,1.5,19.5
Al Jefferson,29,3,3,35.3,8.7,17.7,0.491,0.0,0.0,,8.7,17.7,0.491,0.491,1.3,1.7,0.8,2.0,7.3,9.3,0.7,0.3,1.7,0.3,2.3,18.7
Gerald Henderson,26,4,4,29.8,3.5,9.3,0.37799999999999995,0.0,2.3,0.0,3.5,7.0,0.5,0.37799999999999995,2.8,4.3,0.647,0.3,3.8,4.0,2.3,1.0,0.3,1.5,3.0,9.8
Gary Neal,29,4,0,26.0,4.5,12.8,0.353,1.0,4.5,0.222,3.5,8.3,0.424,0.392,1.3,1.8,0.7140000000000001,0.8,1.3,2.0,1.0,0.0,0.0,2.0,2.3,11.3
Michael Kidd-Gilchrist,20,4,4,22.8,3.5,6.8,0.519,0.0,0.3,0.0,3.5,6.5,0.5379999999999999,0.519,1.5,2.5,0.6,2.0,4.5,6.5,1.5,0.0,0.5,2.0,3.3,8.5
Chris Douglas-Roberts,27,4,0,17.5,2.8,4.0,0.688,1.0,2.0,0.5,1.8,2.0,0.875,0.813,3.0,3.5,0.857,0.5,1.5,2.0,0.5,0.0,0.0,1.0,2.8,9.5
Bismack Biyombo,21,3,1,16.0,1.0,1.7,0.6,0.0,0.0,,1.0,1.7,0.6,0.6,0.7,2.0,0.33299999999999996,1.7,2.0,3.7,0.3,0.0,0.7,0.0,1.3,2.7
Cody Zeller,21,4,0,13.3,0.8,2.3,0.33299999999999996,0.0,0.0,,0.8,2.3,0.33299999999999996,0.33299999999999996,0.5,1.0,0.5,1.3,1.0,2.3,0.5,0.0,0.8,0.5,0.8,2.0
Luke Ridnour,32,4,0,9.0,1.0,3.3,0.308,0.5,1.5,0.33299999999999996,0.5,1.8,0.28600000000000003,0.385,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.3,1.0,0.3,2.5
Anthony Tolliver,28,4,0,5.3,0.3,0.5,0.5,0.3,0.5,0.5,0.0,0.0,,0.75,0.8,0.8,1.0,0.3,0.8,1.0,0.3,0.0,0.0,0.0,0.5,1.5
Jannero Pargo,34,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
D.J. White,27,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
