PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Bradley Beal,20,11,11,41.6,6.8,16.1,0.424,2.0,4.8,0.415,4.8,11.3,0.42700000000000005,0.486,3.5,4.5,0.7959999999999999,1.4,3.6,5.0,4.5,1.6,0.6,2.1,2.8,19.2
John Wall,23,11,11,38.2,5.5,14.9,0.366,0.6,2.9,0.21899999999999997,4.8,12.0,0.402,0.387,4.7,6.2,0.765,0.5,3.5,4.0,7.1,1.6,0.7,3.3,2.6,16.3
Trevor Ariza,28,11,11,37.0,4.7,9.8,0.48100000000000004,2.3,5.1,0.446,2.5,4.7,0.519,0.597,1.9,2.5,0.778,1.9,7.0,8.9,1.7,1.5,0.4,1.3,2.4,13.6
Marcin Gortat,29,11,11,34.7,5.3,10.7,0.49200000000000005,0.0,0.0,,5.3,10.7,0.49200000000000005,0.49200000000000005,2.5,3.7,0.659,3.3,6.6,9.9,1.5,0.5,1.3,1.8,2.0,13.0
Andre Miller,31,10,10,32.5,6.4,13.8,0.46399999999999997,0.0,0.0,,6.4,13.8,0.46399999999999997,0.46399999999999997,0.9,2.6,0.34600000000000003,0.8,4.5,5.3,2.6,0.9,1.1,1.7,3.6,13.7
Martell Webster,27,11,0,17.7,1.4,3.7,0.366,0.5,2.4,0.231,0.8,1.4,0.6,0.439,0.5,0.8,0.667,0.4,1.9,2.3,0.5,0.4,0.5,0.4,1.3,3.8
Trevor Booker,26,9,1,16.2,1.4,3.2,0.44799999999999995,0.0,0.2,0.0,1.4,3.0,0.48100000000000004,0.44799999999999995,0.4,0.7,0.667,1.8,2.6,4.3,0.9,0.2,1.0,0.3,2.8,3.3
Drew Gooden,32,10,0,14.6,1.4,3.8,0.368,0.0,0.4,0.0,1.4,3.4,0.41200000000000003,0.368,0.6,0.8,0.75,2.0,2.2,4.2,0.4,0.3,0.4,0.4,3.0,3.4
Andre Miller,37,11,0,9.8,1.7,3.7,0.46299999999999997,0.1,0.3,0.33299999999999996,1.6,3.5,0.474,0.47600000000000003,0.5,0.8,0.556,0.2,0.8,1.0,0.8,0.3,0.0,0.7,1.1,4.0
Al Harrington,33,7,0,8.4,0.9,2.1,0.4,0.0,1.0,0.0,0.9,1.1,0.75,0.4,0.7,1.0,0.7140000000000001,0.1,2.1,2.3,0.0,0.4,0.0,0.6,2.0,2.4
Otto Porter,20,3,0,2.0,0.3,1.0,0.33299999999999996,0.0,0.3,0.0,0.3,0.7,0.5,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Kevin Séraphin,24,4,0,1.5,0.0,0.8,0.0,0.0,0.0,,0.0,0.8,0.0,0.0,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.3,0.3,0.0
Garrett Temple,27,10,0,0.9,0.2,0.2,1.0,0.1,0.1,1.0,0.1,0.1,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5
