Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,24.0,CLE,NBA,PG,5.0,0.0,73.0,2.0,6.9,0.286,0.0,1.5,0.0,2.0,5.4,0.364,0.0,0.0,,0.5,2.5,3.0,4.9,2.0,0.0,1.0,3.0,3.9
1992,26.0,CLE,NBA,PG,12.0,3.0,149.0,4.3,9.9,0.439,0.7,2.7,0.273,3.6,7.2,0.5,1.2,1.2,1.0,0.2,1.2,1.4,2.4,1.2,0.0,1.0,2.9,10.6
1994,28.0,CHI,NBA,PG,10.0,0.0,186.0,2.5,7.0,0.361,1.2,3.1,0.375,1.4,3.9,0.35,0.6,0.6,1.0,0.4,2.3,2.7,1.9,1.4,0.0,0.2,2.5,6.8
1995,29.0,CHI,NBA,PG,10.0,0.0,193.0,3.5,7.5,0.475,1.5,3.5,0.421,2.1,3.9,0.524,0.9,0.9,1.0,0.2,0.9,1.1,2.8,0.2,0.0,0.0,2.6,9.5
1996,30.0,CHI,NBA,PG,18.0,0.0,357.0,3.9,8.8,0.448,1.7,5.3,0.321,2.2,3.4,0.647,2.7,3.1,0.871,0.3,1.5,1.8,3.1,1.4,0.0,1.3,2.1,12.3
1997,31.0,CHI,NBA,PG,19.0,0.0,341.0,3.5,8.1,0.429,1.7,4.4,0.381,1.8,3.7,0.486,1.4,1.5,0.929,0.4,1.5,1.9,2.1,1.8,0.2,0.8,2.6,10.0
1998,32.0,CHI,NBA,PG,21.0,0.0,415.0,2.9,6.6,0.434,1.6,3.6,0.463,1.2,3.0,0.4,1.6,1.9,0.818,0.7,0.8,1.5,3.0,0.6,0.0,0.4,2.3,8.9
1999,33.0,SAS,NBA,PG,11.0,0.0,97.0,3.0,11.1,0.267,1.1,4.8,0.231,1.9,6.3,0.294,1.9,2.2,0.833,1.1,2.2,3.3,3.0,0.7,0.0,1.5,1.9,8.9
2001,35.0,SAS,NBA,PG,9.0,0.0,101.0,4.3,8.9,0.48,1.8,5.3,0.333,2.5,3.6,0.7,0.4,0.7,0.5,1.1,2.1,3.2,2.1,1.4,0.4,0.7,2.9,10.7
2002,36.0,POR,NBA,PG,3.0,0.0,39.0,5.5,12.9,0.429,1.8,7.4,0.25,3.7,5.5,0.667,4.6,4.6,1.0,0.0,3.7,3.7,4.6,0.9,0.0,0.9,5.5,17.5
2003,37.0,SAS,NBA,PG,10.0,0.0,46.0,5.5,8.6,0.636,3.9,4.7,0.833,1.6,3.9,0.4,2.3,3.1,0.75,0.8,1.6,2.3,4.7,0.8,0.0,0.8,4.7,17.2
