Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,24.0,1081,PHO,Phoenix Suns,23.0,NBA,PG,67.0,3.0,678.0,83.0,216.0,0.38,3.0,16.0,0.19,80.0,200.0,0.4,0.39,39.0,59.0,0.66,16.0,43.0,59.0,168.0,36.0,1.0,77.0,58.0,208.0
1991,20.0,1081,NYK,New York Knicks,24.0,NBA,PG,22.0,0.0,107.0,10.0,27.0,0.37,1.0,3.0,0.33,9.0,24.0,0.38,0.39,5.0,6.0,0.83,1.0,9.0,10.0,20.0,9.0,0.0,10.0,12.0,26.0
1992,31.0,1081,TOT,Total After Trade,25.0,NBA,PG,68.0,0.0,891.0,99.0,225.0,0.44,7.0,18.0,0.39,92.0,207.0,0.44,0.46,20.0,24.0,0.83,14.0,55.0,69.0,217.0,45.0,2.0,46.0,76.0,225.0
1992,,1081,CHH,None,25.0,NBA,PG,13.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,18.0,8.0,0.0,5.0,3.0,1.0
1992,23.0,1081,PHI,Philadelphia 76Ers,25.0,NBA,PG,55.0,0.0,834.0,99.0,217.0,0.46,7.0,18.0,0.39,92.0,199.0,0.46,0.47,19.0,22.0,0.86,13.0,52.0,65.0,199.0,37.0,2.0,41.0,73.0,224.0
1993,23.0,1081,PHI,Philadelphia 76Ers,26.0,NBA,PG,72.0,0.0,996.0,77.0,220.0,0.35,20.0,68.0,0.29,57.0,152.0,0.38,0.4,20.0,31.0,0.64,24.0,43.0,67.0,206.0,43.0,1.0,54.0,73.0,194.0
1995,8.0,1081,DEN,Denver Nuggets,28.0,NBA,PG,14.0,0.0,151.0,10.0,33.0,0.3,2.0,7.0,0.29,8.0,26.0,0.31,0.33,9.0,12.0,0.75,2.0,7.0,9.0,43.0,6.0,2.0,14.0,20.0,31.0
1996,31.0,1081,TOT,Total After Trade,29.0,NBA,PG,31.0,2.0,527.0,35.0,99.0,0.35,8.0,34.0,0.24,27.0,65.0,0.42,0.39,5.0,6.0,0.83,7.0,27.0,34.0,97.0,22.0,2.0,30.0,43.0,83.0
1996,23.0,1081,PHI,Philadelphia 76Ers,29.0,NBA,PG,11.0,2.0,280.0,18.0,48.0,0.38,4.0,18.0,0.22,14.0,30.0,0.47,0.42,5.0,6.0,0.83,3.0,18.0,21.0,60.0,12.0,2.0,15.0,28.0,45.0
1996,,1081,WSB,None,29.0,NBA,PG,10.0,0.0,138.0,11.0,28.0,0.39,2.0,10.0,0.2,9.0,18.0,0.5,0.43,0.0,0.0,,1.0,5.0,6.0,23.0,8.0,0.0,10.0,8.0,24.0
1996,8.0,1081,DEN,Denver Nuggets,29.0,NBA,PG,10.0,0.0,109.0,6.0,23.0,0.26,2.0,6.0,0.33,4.0,17.0,0.24,0.3,0.0,0.0,,3.0,4.0,7.0,14.0,2.0,0.0,5.0,7.0,14.0
