Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,21,777,OKC,Oklahoma City Thunder,21.0,NBA,PG,2.0,0.0,3.0,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,24.0
2019,2,777,BOS,Boston Celtics,22.0,NBA,SG,6.0,0.0,51.0,5.6,14.8,0.38,1.4,5.6,0.25,4.2,9.2,0.46,0.7,1.4,0.5,4.2,7.8,12.0,3.5,1.4,0.0,0.0,1.4,13.4
2020,8,777,DEN,Denver Nuggets,23.0,NBA,SG,29.0,0.0,412.0,5.7,13.7,0.41,1.5,4.3,0.35,4.2,9.4,0.44,1.8,2.5,0.72,0.9,3.9,4.8,5.5,1.2,0.5,2.4,3.9,14.7
2021,8,777,DEN,Denver Nuggets,24.0,NBA,SG,17.0,0.0,330.0,4.8,10.3,0.47,1.6,4.0,0.4,3.2,6.2,0.51,2.0,2.7,0.72,1.7,5.9,7.6,2.5,1.0,1.1,1.4,3.2,13.2
