Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2010,21,1182,OKC,Oklahoma City Thunder,James Harden,"August 26, 1989",20.0,NBA,SG,76.0,0.0,1738.0,233.0,578.0,0.4,93.0,248.0,0.38,140.0,330.0,0.42,0.48,194.0,240.0,0.81,47.0,197.0,244.0,137.0,80.0,20.0,106.0,200.0,753.0,0.0
2011,21,1182,OKC,Oklahoma City Thunder,James Harden,"August 26, 1989",21.0,NBA,SG,82.0,5.0,2189.0,298.0,684.0,0.44,113.0,324.0,0.35,185.0,360.0,0.51,0.52,289.0,343.0,0.84,42.0,213.0,255.0,176.0,92.0,24.0,106.0,207.0,998.0,0.0
2012,21,1182,OKC,Oklahoma City Thunder,James Harden,"August 26, 1989",22.0,NBA,SG,62.0,2.0,1946.0,309.0,629.0,0.49,114.0,292.0,0.39,195.0,337.0,0.58,0.58,312.0,369.0,0.85,30.0,222.0,252.0,229.0,62.0,15.0,137.0,150.0,1044.0,0.0
2013,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",23.0,NBA,SG,78.0,78.0,2985.0,585.0,1337.0,0.44,179.0,486.0,0.37,406.0,851.0,0.48,0.5,674.0,792.0,0.85,62.0,317.0,379.0,455.0,142.0,38.0,295.0,178.0,2023.0,1.0
2014,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",24.0,NBA,SG,73.0,73.0,2777.0,549.0,1205.0,0.46,177.0,483.0,0.37,372.0,722.0,0.52,0.53,576.0,665.0,0.87,61.0,283.0,344.0,446.0,115.0,29.0,265.0,177.0,1851.0,1.0
2015,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",25.0,NBA,SG,81.0,81.0,2981.0,647.0,1470.0,0.44,208.0,555.0,0.38,439.0,915.0,0.48,0.51,715.0,824.0,0.87,75.0,384.0,459.0,565.0,154.0,60.0,321.0,208.0,2217.0,4.0
2016,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",26.0,NBA,SG,82.0,82.0,3125.0,710.0,1617.0,0.44,236.0,657.0,0.36,474.0,960.0,0.49,0.51,720.0,837.0,0.86,63.0,438.0,501.0,612.0,139.0,51.0,374.0,229.0,2376.0,3.0
2017,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",27.0,NBA,PG,81.0,81.0,2947.0,674.0,1533.0,0.44,262.0,756.0,0.35,412.0,777.0,0.53,0.52,746.0,881.0,0.85,95.0,564.0,659.0,907.0,121.0,38.0,464.0,215.0,2356.0,22.0
2018,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",28.0,NBA,SG,72.0,72.0,2551.0,651.0,1449.0,0.45,265.0,722.0,0.37,386.0,727.0,0.53,0.54,624.0,727.0,0.86,41.0,348.0,389.0,630.0,126.0,50.0,315.0,169.0,2191.0,4.0
2019,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",29.0,NBA,PG,78.0,78.0,2867.0,843.0,1909.0,0.44,378.0,1028.0,0.37,465.0,881.0,0.53,0.54,754.0,858.0,0.88,66.0,452.0,518.0,586.0,158.0,58.0,387.0,244.0,2818.0,7.0
2020,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",30.0,NBA,SG,68.0,68.0,2483.0,672.0,1514.0,0.44,299.0,843.0,0.36,373.0,671.0,0.56,0.54,692.0,800.0,0.86,70.0,376.0,446.0,512.0,125.0,60.0,308.0,227.0,2335.0,4.0
2021,31,1182,TOT,Total After Trade,James Harden,"August 26, 1989",31.0,NBA,SG,20.0,20.0,761.0,149.0,316.0,0.47,56.0,155.0,0.36,93.0,161.0,0.58,0.56,128.0,145.0,0.88,16.0,120.0,136.0,225.0,21.0,16.0,84.0,48.0,482.0,4.0
2021,11,1182,HOU,Houston Rockets,James Harden,"August 26, 1989",31.0,NBA,SG,8.0,8.0,290.0,60.0,135.0,0.44,25.0,72.0,0.35,35.0,63.0,0.56,0.54,53.0,60.0,0.88,5.0,36.0,41.0,83.0,7.0,6.0,34.0,14.0,198.0,0.0
2021,3,1182,BRK,Brooklyn Nets,James Harden,"August 26, 1989",31.0,NBA,SG,12.0,12.0,471.0,89.0,181.0,0.49,31.0,83.0,0.37,58.0,98.0,0.59,0.58,75.0,85.0,0.88,11.0,84.0,95.0,142.0,14.0,10.0,50.0,34.0,284.0,4.0
