PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Mason,29,8,8,350,4.2,8.0,0.526,0.0,0.0,,4.2,8.0,0.526,2.0,2.9,0.679,1.7,4.6,6.4,2.7,0.4,0.1,2.1,2.1,10.4
Patrick Ewing,33,8,8,328,7.1,15.0,0.474,0.1,0.2,0.5,7.0,14.8,0.474,4.5,6.9,0.6509999999999999,1.2,8.1,9.3,1.6,0.1,2.7,3.3,2.4,18.9
John Starks,30,8,8,314,4.5,10.0,0.44799999999999995,2.4,5.2,0.467,2.1,4.8,0.429,3.3,4.5,0.7440000000000001,0.3,3.0,3.3,3.8,1.5,0.1,2.9,3.0,14.7
Charles Oakley,32,8,8,308,4.6,9.1,0.5,0.2,0.7,0.33299999999999996,4.3,8.4,0.514,2.9,4.2,0.6940000000000001,3.3,4.8,8.1,1.6,0.9,0.0,3.3,3.9,12.3
Derek Harper,34,8,8,293,3.6,10.1,0.354,1.4,4.3,0.314,2.2,5.8,0.38299999999999995,1.4,1.8,0.733,0.0,2.1,2.1,4.7,1.2,0.1,1.7,2.9,9.8
Hubert Davis,25,8,0,145,4.2,7.7,0.5479999999999999,2.5,4.7,0.526,1.7,3.0,0.583,2.2,2.7,0.818,1.0,2.0,3.0,1.0,0.0,0.0,1.7,3.0,13.2
Charlie Ward,25,7,0,92,5.1,10.6,0.48100000000000004,1.2,4.7,0.25,3.9,5.9,0.667,1.2,2.7,0.429,0.8,2.7,3.5,6.7,4.3,0.0,2.3,3.5,12.5
Willie Anderson,29,4,0,64,3.9,12.4,0.318,0.6,3.4,0.16699999999999998,3.4,9.0,0.375,3.4,3.9,0.857,1.1,3.9,5.1,0.6,2.3,0.0,3.4,5.6,11.8
Herb Williams,37,5,0,33,3.3,5.5,0.6,0.0,0.0,,3.3,5.5,0.6,3.3,4.4,0.75,0.0,0.0,0.0,0.0,0.0,2.2,1.1,3.3,9.8
Gary Grant,30,1,0,8,9.0,22.5,0.4,9.0,13.5,0.667,0.0,9.0,0.0,0.0,0.0,,9.0,4.5,13.5,0.0,4.5,0.0,4.5,0.0,27.0
J.R. Reid,27,1,0,7,5.1,5.1,1.0,0.0,0.0,,5.1,5.1,1.0,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,5.1,10.3,10.3
Ron Grandison,31,2,0,3,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
