PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tim Hardaway,29,3,3,110,6.5,14.1,0.465,2.6,7.2,0.364,3.9,6.9,0.5710000000000001,1.6,2.3,0.7140000000000001,0.3,1.3,1.6,5.6,1.0,0.0,4.9,3.3,17.3
Alonzo Mourning,25,3,3,92,6.7,13.7,0.486,0.0,0.0,,6.7,13.7,0.486,7.8,11.0,0.7140000000000001,1.2,5.9,7.0,1.6,0.8,1.2,6.3,5.1,21.1
Rex Chapman,28,3,3,88,4.9,11.5,0.429,1.2,5.3,0.231,3.7,6.1,0.6,0.0,0.0,,0.0,2.5,2.5,2.0,1.2,0.0,0.4,2.5,11.0
Walt Williams,25,3,3,70,3.1,9.3,0.33299999999999996,0.5,4.6,0.111,2.6,4.6,0.556,0.5,1.0,0.5,1.5,4.6,6.2,2.6,0.5,0.5,1.5,2.1,7.2
Chris Gatling,28,3,0,68,3.2,11.6,0.273,0.0,0.0,,3.2,11.6,0.273,3.2,6.4,0.5,5.3,7.4,12.7,0.5,1.1,0.0,4.2,4.2,9.5
Tony Smith,27,3,0,61,5.3,11.2,0.474,2.4,5.9,0.4,3.0,5.3,0.556,0.0,0.0,,1.8,0.6,2.4,4.7,2.4,0.0,1.8,4.1,13.0
Sasha Danilović,25,3,0,60,5.4,10.8,0.5,2.4,6.0,0.4,3.0,4.8,0.625,1.8,1.8,1.0,0.6,0.0,0.6,2.4,0.6,0.0,1.8,4.8,15.0
Kurt Thomas,23,3,3,60,2.4,6.0,0.4,0.0,0.0,,2.4,6.0,0.4,2.4,2.4,1.0,2.4,7.2,9.6,1.8,1.2,0.6,3.0,7.8,7.2
Keith Askins,28,3,0,48,3.0,8.2,0.364,1.5,4.5,0.33299999999999996,1.5,3.7,0.4,2.3,2.3,1.0,2.3,3.7,6.0,1.5,0.7,0.0,3.0,6.8,9.7
Tyrone Corbin,33,2,0,34,1.1,5.3,0.2,0.0,0.0,,1.1,5.3,0.2,3.2,4.2,0.75,4.2,3.2,7.4,1.1,2.1,0.0,1.1,3.2,5.3
Danny Schayes,36,2,0,17,6.4,8.5,0.75,0.0,0.0,,6.4,8.5,0.75,2.1,4.2,0.5,4.2,4.2,8.5,0.0,0.0,0.0,4.2,2.1,14.8
Stacey King,29,1,0,12,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,3.0,6.0,0.5,0.0,9.0,9.0,3.0,0.0,0.0,0.0,3.0,3.0
