PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Terrell Brandon,25,3,3,125,6.0,13.5,0.447,0.9,2.6,0.33299999999999996,5.2,10.9,0.474,3.7,4.3,0.867,0.3,2.3,2.6,6.9,1.2,0.3,3.2,2.9,16.7
Danny Ferry,29,3,3,117,4.3,12.6,0.341,0.3,4.9,0.063,4.0,7.7,0.52,0.0,0.0,,0.3,4.3,4.6,2.8,0.9,0.6,1.2,4.0,8.9
Chris Mills,26,3,3,105,3.8,11.3,0.33299999999999996,0.0,1.7,0.0,3.8,9.6,0.39299999999999996,0.3,0.3,1.0,1.7,3.8,5.5,1.7,0.7,0.7,1.0,3.4,7.9
Michael Cage,34,3,3,101,2.9,5.0,0.5710000000000001,0.0,0.0,,2.9,5.0,0.5710000000000001,1.1,1.8,0.6,4.6,5.3,10.0,0.7,0.7,1.8,0.0,1.8,6.8
Bobby Phills,26,3,3,96,4.9,13.1,0.371,0.7,3.7,0.2,4.1,9.4,0.44,0.4,1.5,0.25,1.9,3.4,5.2,2.3,0.7,0.4,1.9,1.5,10.9
Dan Majerle,30,3,0,91,6.3,14.2,0.444,4.0,9.1,0.435,2.4,5.1,0.462,3.2,3.6,0.889,0.8,4.0,4.7,3.6,1.6,0.8,1.2,2.4,19.8
Tyrone Hill,27,3,0,53,6.1,8.2,0.75,0.0,0.0,,6.1,8.2,0.75,4.8,6.1,0.778,4.8,5.4,10.2,0.0,0.0,0.0,2.0,7.5,17.0
Bob Sura,22,3,0,18,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,8.0,8.0,8.0
John Crotty,26,2,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.0,8.0,1.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,8.0
John Amaechi,25,1,0,2,0.0,18.0,0.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Lang,23,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny Marshall,23,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
