PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Payton,27,21,21,911,6.4,13.2,0.485,1.6,4.0,0.41,4.8,9.2,0.517,2.7,4.3,0.633,0.8,3.5,4.3,5.7,1.5,0.3,2.5,2.7,17.2
Detlef Schrempf,33,21,21,789,5.6,11.8,0.475,1.0,2.6,0.368,4.7,9.2,0.505,3.1,4.2,0.75,0.9,3.9,4.8,3.1,0.6,0.2,3.1,2.9,15.3
Shawn Kemp,26,20,20,720,7.3,12.9,0.57,0.0,0.1,0.0,7.3,12.7,0.5760000000000001,6.2,7.8,0.795,3.3,7.1,10.4,1.5,1.2,2.0,4.0,4.2,20.9
Hersey Hawkins,29,21,21,713,3.8,8.5,0.452,1.1,3.2,0.344,2.7,5.3,0.519,4.3,4.8,0.895,0.9,2.3,3.2,2.3,1.4,0.2,1.7,2.8,13.1
Sam Perkins,34,21,1,654,5.0,10.8,0.45899999999999996,1.8,4.8,0.368,3.2,6.0,0.532,2.5,3.4,0.754,1.2,3.8,5.0,1.9,0.8,0.3,1.7,2.4,14.2
Nate McMillan,31,19,0,385,2.6,6.5,0.406,1.8,3.7,0.475,0.8,2.7,0.31,0.8,1.3,0.643,1.2,5.3,6.5,4.9,2.2,0.5,1.9,3.2,7.9
Vincent Askew,29,19,0,345,2.5,7.3,0.34299999999999997,0.6,2.4,0.261,1.9,4.9,0.38299999999999995,1.8,2.9,0.607,0.5,3.8,4.3,2.7,1.4,0.8,2.9,5.2,7.4
Ervin Johnson,28,18,18,253,3.3,8.8,0.371,0.0,0.0,,3.3,8.8,0.371,1.3,1.6,0.818,4.0,6.0,10.0,1.0,0.9,2.1,2.0,6.4,7.8
Frank Brickowski,36,21,3,206,2.8,6.6,0.42100000000000004,1.0,3.8,0.273,1.7,2.8,0.625,0.5,0.7,0.75,0.3,4.9,5.2,1.9,1.2,0.9,3.5,9.6,7.2
David Wingate,32,13,0,68,3.7,8.5,0.43799999999999994,0.5,1.1,0.5,3.2,7.4,0.429,2.1,2.1,1.0,0.5,1.1,1.6,0.0,0.0,0.0,2.1,8.5,10.1
Eric Snow,22,10,0,24,1.5,10.5,0.14300000000000002,0.0,3.0,0.0,1.5,7.5,0.2,0.0,0.0,,0.0,6.0,6.0,9.0,3.0,0.0,6.0,4.5,3.0
Steve Scheffler,28,8,0,22,0.0,6.5,0.0,0.0,0.0,,0.0,6.5,0.0,0.0,3.3,0.0,3.3,6.5,9.8,3.3,1.6,0.0,1.6,3.3,0.0
