PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Avery Johnson,30,10,10,407,4.6,10.7,0.43,0.0,0.2,0.0,4.6,10.5,0.43700000000000006,1.7,2.4,0.7040000000000001,0.5,2.7,3.2,8.3,1.8,0.1,2.1,1.9,10.9
Sean Elliott,27,10,10,389,4.3,10.8,0.402,0.9,3.1,0.294,3.4,7.7,0.446,4.7,5.9,0.797,1.0,2.6,3.6,2.3,1.0,0.4,2.8,2.2,14.3
Vinny Del Negro,29,10,10,379,5.4,11.8,0.46,1.5,2.6,0.593,3.9,9.2,0.423,1.2,1.8,0.684,0.4,2.1,2.5,2.8,1.2,0.3,0.6,1.8,13.6
David Robinson,30,10,10,353,8.5,16.4,0.516,0.0,0.0,,8.5,16.4,0.516,7.1,10.7,0.667,3.8,6.5,10.3,2.4,1.5,2.5,2.4,3.9,24.1
Chuck Person,31,10,0,284,5.2,9.8,0.532,3.2,6.0,0.532,2.0,3.8,0.5329999999999999,1.8,2.2,0.8240000000000001,0.6,4.4,5.1,2.0,0.3,0.4,1.4,4.1,15.3
Will Perdue,30,10,2,242,4.3,6.2,0.69,0.0,0.0,,4.3,6.2,0.69,2.4,3.0,0.8,3.9,7.9,11.8,0.7,0.3,0.6,1.6,3.6,11.0
Charles Smith,30,10,8,165,5.2,10.5,0.5,0.0,0.0,,5.2,10.5,0.5,0.7,1.7,0.375,2.4,5.7,8.1,2.2,1.5,2.2,1.7,6.1,11.1
Cory Alexander,22,9,0,70,5.1,12.3,0.41700000000000004,0.5,2.6,0.2,4.6,9.8,0.474,2.6,3.6,0.7140000000000001,2.1,2.6,4.6,4.6,1.0,0.0,3.1,4.1,13.4
Greg Anderson,31,6,0,34,0.0,5.3,0.0,0.0,0.0,,0.0,5.3,0.0,1.1,2.1,0.5,2.1,7.4,9.5,0.0,2.1,1.1,4.2,5.3,1.1
Monty Williams,24,7,0,29,2.5,11.2,0.222,0.0,0.0,,2.5,11.2,0.222,3.7,7.4,0.5,3.7,5.0,8.7,0.0,0.0,0.0,5.0,5.0,8.7
Carl Herrera,29,7,0,28,0.0,3.9,0.0,0.0,0.0,,0.0,3.9,0.0,2.6,2.6,1.0,2.6,2.6,5.1,1.3,2.6,1.3,3.9,9.0,2.6
Doc Rivers,34,2,0,20,1.8,5.4,0.33299999999999996,1.8,3.6,0.5,0.0,1.8,0.0,0.0,0.0,,0.0,1.8,1.8,0.0,0.0,0.0,1.8,5.4,5.4
