PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anfernee Hardaway,24,12,12,473,7.7,16.5,0.465,1.5,4.2,0.364,6.2,12.3,0.5,4.4,5.9,0.7440000000000001,1.5,2.7,4.3,5.5,1.5,0.3,2.0,2.1,21.3
Shaquille O'Neal,23,12,12,459,10.3,16.9,0.606,0.0,0.0,,10.3,16.9,0.606,3.8,9.6,0.39299999999999996,3.8,5.6,9.4,4.3,0.7,1.2,3.5,3.1,24.3
Dennis Scott,27,12,12,446,3.9,9.4,0.414,2.1,5.6,0.377,1.8,3.8,0.46799999999999997,1.1,1.8,0.636,0.7,2.7,3.5,1.9,0.7,0.1,1.2,3.0,11.0
Nick Anderson,28,11,11,418,4.7,10.9,0.433,1.6,5.4,0.28600000000000003,3.2,5.5,0.578,2.4,3.9,0.622,1.4,3.4,4.7,1.8,1.8,0.4,1.8,1.9,13.4
Horace Grant,30,9,9,334,6.6,10.1,0.649,0.0,0.0,,6.6,10.1,0.649,1.4,1.6,0.867,3.3,6.8,10.1,1.4,0.8,0.6,0.6,2.5,14.6
Brian Shaw,29,10,0,217,3.0,8.6,0.34600000000000003,1.3,3.6,0.364,1.7,5.0,0.33299999999999996,0.5,0.7,0.75,1.0,2.5,3.5,7.6,0.8,0.0,3.2,4.5,7.8
Anthony Bowie,32,12,1,152,3.1,6.4,0.48100000000000004,0.0,0.0,,3.1,6.4,0.48100000000000004,0.9,0.9,1.0,0.7,3.3,4.0,3.3,0.7,0.5,1.2,3.8,7.1
Jon Koncak,32,12,3,140,1.0,1.8,0.5710000000000001,0.0,0.0,,1.0,1.8,0.5710000000000001,0.8,1.8,0.429,2.1,3.9,5.9,0.8,1.3,1.0,0.8,10.0,2.8
Donald Royal,29,7,0,92,2.7,4.7,0.583,0.0,0.0,,2.7,4.7,0.583,4.3,6.3,0.688,1.6,2.7,4.3,0.4,0.0,0.4,0.8,2.7,9.8
Joe Wolf,31,11,0,85,3.4,9.7,0.348,0.4,1.3,0.33299999999999996,3.0,8.5,0.35,1.3,1.7,0.75,0.4,2.1,2.5,0.8,0.4,0.0,1.7,8.0,8.5
Brooks Thompson,25,5,0,48,7.5,15.8,0.47600000000000003,0.7,4.5,0.16699999999999998,6.8,11.3,0.6,3.7,5.2,0.7140000000000001,2.3,1.5,3.7,5.2,0.0,0.7,6.8,5.2,19.5
Anthony Bonner,27,4,0,16,2.3,6.8,0.33299999999999996,0.0,0.0,,2.3,6.8,0.33299999999999996,2.3,4.5,0.5,4.5,0.0,4.5,2.3,0.0,0.0,0.0,6.8,6.8
