PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Eddie Jones,24,4,4,155,6.3,11.4,0.551,2.3,4.4,0.526,3.9,7.0,0.5670000000000001,1.2,1.9,0.625,1.6,3.3,4.9,1.4,1.9,0.2,0.9,3.7,16.0
Cedric Ceballos,26,4,4,142,7.6,15.7,0.484,1.3,4.1,0.313,6.3,11.7,0.5429999999999999,2.8,3.0,0.917,2.8,5.6,8.4,1.3,1.0,0.3,2.0,2.3,19.3
Nick Van Exel,24,4,4,137,4.2,14.2,0.29600000000000004,1.3,4.2,0.313,2.9,10.0,0.289,2.6,3.4,0.769,1.1,3.2,4.2,7.1,0.5,0.0,2.9,2.6,12.4
Magic Johnson,36,4,0,135,4.0,10.4,0.385,0.8,2.4,0.33299999999999996,3.2,8.0,0.4,7.5,8.8,0.848,2.1,6.9,9.1,6.9,0.0,0.0,3.2,0.8,16.3
Elden Campbell,27,4,4,129,5.6,10.9,0.513,0.0,0.3,0.0,5.6,10.6,0.526,2.2,4.5,0.5,0.8,8.1,8.9,2.2,0.3,2.5,2.8,4.7,13.4
Vlade Divac,27,4,4,115,4.7,11.0,0.429,0.3,1.6,0.2,4.4,9.4,0.467,1.6,2.5,0.625,3.4,5.9,9.4,2.5,0.0,1.6,2.5,3.1,11.3
Anthony Peeler,26,3,0,72,4.5,13.5,0.33299999999999996,3.0,7.0,0.429,1.5,6.5,0.231,2.0,2.0,1.0,1.0,3.0,4.0,1.5,3.0,0.0,1.5,3.0,14.0
Sedale Threatt,34,4,0,57,2.5,11.4,0.222,1.3,6.9,0.182,1.3,4.4,0.28600000000000003,0.0,0.0,,0.6,1.3,1.9,2.5,1.3,0.0,1.9,2.5,6.3
George Lynch,25,2,0,15,4.8,9.6,0.5,0.0,2.4,0.0,4.8,7.2,0.667,0.0,0.0,,0.0,7.2,7.2,2.4,0.0,0.0,4.8,9.6,9.6
Fred Roberts,35,1,0,3,0.0,24.0,0.0,0.0,0.0,,0.0,24.0,0.0,0.0,0.0,,24.0,12.0,36.0,0.0,0.0,0.0,12.0,0.0,0.0
