PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,32,18,18,725,9.3,19.9,0.469,0.0,0.1,0.0,9.3,19.8,0.47200000000000003,5.0,8.7,0.574,2.3,6.9,9.2,3.9,1.7,0.5,2.2,3.0,23.7
John Stockton,33,18,18,679,3.7,8.3,0.446,0.6,2.0,0.289,3.1,6.3,0.496,2.5,3.1,0.8140000000000001,0.7,2.3,3.1,10.3,1.5,0.4,3.1,2.7,10.6
Jeff Hornacek,32,18,18,644,5.8,11.6,0.502,1.9,3.2,0.586,3.9,8.3,0.47,4.1,4.6,0.89,1.2,2.4,3.6,3.4,1.1,0.2,1.5,2.3,17.6
Bryon Russell,25,18,0,459,4.5,9.7,0.46799999999999997,2.0,4.2,0.47200000000000003,2.6,5.6,0.465,2.4,3.0,0.816,1.3,4.5,5.9,1.7,1.8,0.7,0.8,3.3,13.5
Antoine Carr,34,18,0,339,4.9,10.3,0.474,0.0,0.0,,4.9,10.3,0.474,1.8,2.7,0.68,1.2,2.4,3.6,2.2,0.4,1.5,1.7,7.0,11.6
Chris Morris,30,18,13,321,5.0,11.9,0.425,1.1,4.1,0.27,3.9,7.7,0.507,1.3,1.8,0.75,2.7,5.2,7.9,2.1,1.5,0.9,1.6,2.8,12.6
Felton Spencer,28,18,18,276,3.0,6.9,0.434,0.0,0.1,0.0,3.0,6.8,0.442,0.7,1.2,0.556,3.4,3.7,7.0,0.3,0.7,2.9,2.5,7.6,6.7
David Benoit,27,14,5,259,4.6,9.7,0.47100000000000003,1.9,3.9,0.5,2.6,5.8,0.452,1.0,1.3,0.778,0.8,4.3,5.1,1.0,0.1,0.4,1.9,2.4,12.1
Greg Ostertag,22,15,0,212,3.4,7.6,0.444,0.0,0.0,,3.4,7.6,0.444,2.2,3.6,0.619,3.1,5.4,8.5,0.2,0.3,3.6,0.7,4.8,9.0
Howard Eisley,23,18,0,202,2.9,7.5,0.381,0.5,1.6,0.33299999999999996,2.3,5.9,0.39399999999999996,3.2,3.9,0.818,0.7,3.2,3.9,7.8,0.5,0.4,2.0,5.2,9.4
Adam Keefe,25,17,0,178,4.7,6.9,0.6759999999999999,0.2,0.4,0.5,4.4,6.5,0.688,2.2,3.4,0.647,1.8,4.9,6.7,0.4,0.6,0.2,1.6,4.7,11.7
Greg Foster,27,12,0,76,5.2,10.4,0.5,0.0,0.0,,5.2,10.4,0.5,2.8,4.7,0.6,2.8,2.8,5.7,0.9,0.5,0.9,2.4,7.6,13.3
