PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Scottie Pippen,30,18,18,742,5.4,13.9,0.39,1.5,5.1,0.28600000000000003,4.0,8.8,0.451,2.5,3.9,0.638,3.0,4.4,7.4,5.2,2.3,0.8,2.0,2.5,14.8
Michael Jordan,32,18,18,733,9.2,20.0,0.45899999999999996,1.2,3.0,0.40299999999999997,8.0,16.9,0.47,7.5,9.2,0.818,1.5,2.8,4.4,3.6,1.6,0.3,2.1,2.4,27.1
Dennis Rodman,34,18,15,620,2.9,6.0,0.485,0.0,0.0,,2.9,6.0,0.485,2.0,3.4,0.593,5.7,8.7,14.3,2.1,0.8,0.5,2.4,4.4,7.8
Ron Harper,32,18,16,494,4.2,9.8,0.425,1.1,3.4,0.319,3.1,6.3,0.483,2.1,3.1,0.69,1.9,3.0,4.9,3.3,1.8,0.5,1.3,2.8,11.5
Toni Kukoč,27,15,5,439,4.8,12.4,0.391,1.1,5.6,0.191,3.8,6.8,0.5539999999999999,2.5,3.0,0.838,1.6,3.6,5.2,4.8,1.1,0.3,2.1,2.7,13.3
Luc Longley,27,18,18,439,5.0,10.7,0.469,0.0,0.0,,5.0,10.7,0.469,2.3,3.0,0.757,2.8,3.9,6.7,2.3,0.6,2.1,3.1,6.8,12.3
Steve Kerr,30,18,0,357,3.9,8.8,0.44799999999999995,1.7,5.3,0.321,2.2,3.4,0.647,2.7,3.1,0.871,0.3,1.5,1.8,3.1,1.4,0.0,1.3,2.1,12.3
Bill Wennington,32,18,0,169,5.5,10.7,0.52,0.0,0.2,0.0,5.5,10.4,0.531,0.4,0.9,0.5,2.3,4.0,6.4,1.9,0.9,0.2,1.1,6.4,11.5
Jud Buechler,27,17,0,127,5.1,10.8,0.474,2.3,6.0,0.381,2.8,4.8,0.588,0.6,1.1,0.5,0.6,2.3,2.8,1.7,2.0,0.0,2.3,3.7,13.0
Randy Brown,27,16,0,112,5.1,9.0,0.5710000000000001,1.0,1.9,0.5,4.2,7.1,0.591,2.9,3.9,0.75,1.0,2.3,3.2,2.3,1.6,0.3,2.3,5.8,14.1
John Salley,31,16,0,85,2.5,4.7,0.545,0.0,0.0,,2.5,4.7,0.545,0.8,3.0,0.28600000000000003,1.7,3.0,4.7,2.5,0.4,0.8,1.7,10.6,5.9
James Edwards,40,6,0,28,5.1,11.6,0.444,0.0,0.0,,5.1,11.6,0.444,3.9,5.1,0.75,0.0,5.1,5.1,0.0,0.0,0.0,1.3,12.9,14.1
