PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rod Strickland,29,5,5,202,6.6,15.0,0.44,1.1,2.1,0.5,5.5,12.8,0.431,4.1,6.4,0.639,2.1,3.4,5.5,7.5,0.9,0.0,2.1,2.5,18.4
Clifford Robinson,29,5,5,181,4.2,12.1,0.344,1.2,4.6,0.261,3.0,7.6,0.395,5.6,7.4,0.757,0.8,2.8,3.6,1.6,1.4,1.0,3.2,3.8,15.1
Arvydas Sabonis,31,5,5,177,7.1,16.5,0.43200000000000005,1.0,1.8,0.556,6.1,14.6,0.41700000000000004,8.7,12.2,0.7170000000000001,2.4,7.9,10.4,1.8,0.8,0.6,2.0,3.5,24.0
Harvey Grant,30,5,5,164,2.9,8.3,0.342,0.2,1.5,0.14300000000000002,2.6,6.8,0.387,0.0,0.9,0.0,1.1,3.3,4.4,0.9,0.0,0.4,0.7,3.5,5.9
Aaron McKie,23,5,4,134,3.0,8.1,0.36700000000000005,0.5,2.1,0.25,2.4,5.9,0.409,1.9,2.4,0.778,1.1,3.8,4.8,2.4,1.6,0.5,2.4,3.5,8.3
Buck Williams,35,5,1,133,2.4,6.2,0.391,0.3,0.5,0.5,2.2,5.7,0.381,1.4,1.9,0.7140000000000001,3.5,3.2,6.8,0.3,0.3,1.1,1.4,4.9,6.5
Chris Dudley,30,5,0,92,2.0,5.1,0.385,0.0,0.0,,2.0,5.1,0.385,1.6,2.3,0.667,3.5,7.0,10.6,0.4,0.8,0.8,1.6,7.0,5.5
Dontonio Wingfield,21,5,0,62,4.6,12.2,0.381,3.5,5.8,0.6,1.2,6.4,0.182,1.2,3.5,0.33299999999999996,5.8,2.3,8.1,2.3,0.0,0.0,1.7,5.8,13.9
Rumeal Robinson,29,5,0,43,6.7,15.9,0.42100000000000004,3.3,7.5,0.444,3.3,8.4,0.4,0.8,3.3,0.25,0.0,1.7,1.7,2.5,2.5,0.0,2.5,6.7,17.6
James Robinson,25,2,0,26,4.2,13.8,0.3,2.8,8.3,0.33299999999999996,1.4,5.5,0.25,0.0,0.0,,0.0,1.4,1.4,4.2,1.4,1.4,4.2,5.5,11.1
Gary Trent,21,2,0,10,3.6,14.4,0.25,0.0,0.0,,3.6,14.4,0.25,0.0,0.0,,0.0,3.6,3.6,0.0,3.6,0.0,0.0,10.8,7.2
Elmore Spencer,26,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
