PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Wesley Person,24,4,4,183,4.3,11.0,0.39299999999999996,1.8,5.7,0.31,2.6,5.3,0.48100000000000004,0.8,1.0,0.8,1.6,3.0,4.5,0.6,0.6,0.2,1.0,1.4,11.2
Charles Barkley,32,4,4,164,6.8,15.4,0.44299999999999995,0.7,2.6,0.25,6.1,12.7,0.483,8.1,10.3,0.787,4.0,7.9,11.9,3.3,0.9,0.9,1.3,3.3,22.4
Kevin Johnson,29,4,4,151,6.4,13.6,0.474,0.2,1.0,0.25,6.2,12.6,0.491,3.3,4.1,0.8240000000000001,0.5,3.6,4.1,10.3,0.5,0.5,2.6,1.9,16.5
Hot Rod Williams,33,4,4,115,4.4,10.0,0.43799999999999994,0.0,0.0,,4.4,10.0,0.43799999999999994,2.5,3.8,0.667,3.4,4.7,8.1,0.3,0.0,2.2,1.9,5.3,11.3
Danny Manning,29,4,0,90,8.8,19.2,0.45799999999999996,0.0,0.4,0.0,8.8,18.8,0.46799999999999997,2.0,3.2,0.625,1.6,2.8,4.4,2.0,1.6,0.4,2.4,6.0,19.6
A.C. Green,32,4,4,87,2.5,7.0,0.353,0.0,1.2,0.0,2.5,5.8,0.429,2.9,3.3,0.875,2.5,5.0,7.4,0.8,0.4,0.0,0.8,2.9,7.9
Wayman Tisdale,31,4,0,67,5.4,16.1,0.33299999999999996,0.0,0.0,,5.4,16.1,0.33299999999999996,0.5,1.1,0.5,1.6,0.5,2.1,1.1,0.5,0.5,0.5,3.8,11.3
Elliot Perry,26,4,0,51,4.9,9.9,0.5,0.0,0.0,,4.9,9.9,0.5,0.0,0.7,0.0,0.0,1.4,1.4,8.5,1.4,0.0,0.0,2.1,9.9
Chris Carr,21,3,0,36,9.0,14.0,0.643,2.0,3.0,0.667,7.0,11.0,0.636,4.0,5.0,0.8,3.0,4.0,7.0,4.0,2.0,1.0,4.0,6.0,24.0
Mario Bennett,22,2,0,8,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.0,0.0,,9.0,4.5,13.5,0.0,0.0,0.0,9.0,0.0,18.0
Joe Kleine,34,2,0,8,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,4.5,0.0,4.5,0.0,4.5,0.0,4.5,4.5,0.0
