Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2007,20.0,MEM,NBA,PG,10.0,0.0,175.0,14.0,38.0,0.368,3.0,8.0,0.375,11.0,30.0,0.367,0.408,25.0,28.0,0.893,12.0,19.0,31.0,32.0,14.0,1.0,12.0,20.0,56.0,,0.0
2008,21.0,MEM,NBA,PG,82.0,9.0,2089.0,256.0,592.0,0.432,36.0,140.0,0.257,220.0,452.0,0.487,0.463,243.0,348.0,0.698,41.0,209.0,250.0,296.0,92.0,22.0,127.0,185.0,791.0,,0.0
2009,22.0,TOT,NBA,PG,77.0,21.0,1679.0,189.0,434.0,0.435,25.0,98.0,0.255,164.0,336.0,0.488,0.464,181.0,226.0,0.801,26.0,163.0,189.0,275.0,69.0,17.0,117.0,146.0,584.0,,0.0
2009,22.0,MEM,NBA,PG,49.0,21.0,1071.0,112.0,272.0,0.412,17.0,69.0,0.246,95.0,203.0,0.468,0.443,129.0,161.0,0.801,13.0,98.0,111.0,178.0,48.0,8.0,79.0,89.0,370.0,,0.0
2009,22.0,HOU,NBA,PG,28.0,0.0,608.0,77.0,162.0,0.475,8.0,29.0,0.276,69.0,133.0,0.519,0.5,52.0,65.0,0.8,13.0,65.0,78.0,97.0,21.0,9.0,38.0,57.0,214.0,,0.0
2010,23.0,HOU,NBA,PG,68.0,0.0,1651.0,184.0,464.0,0.397,37.0,136.0,0.272,147.0,328.0,0.448,0.436,215.0,260.0,0.827,91.0,156.0,247.0,305.0,60.0,9.0,116.0,173.0,620.0,,0.0
2011,24.0,HOU,NBA,PG,75.0,71.0,2563.0,345.0,809.0,0.426,129.0,343.0,0.376,216.0,466.0,0.464,0.506,192.0,251.0,0.765,89.0,220.0,309.0,500.0,102.0,23.0,158.0,207.0,1011.0,,1.0
2012,25.0,HOU,NBA,PG,47.0,38.0,1510.0,210.0,513.0,0.409,79.0,211.0,0.374,131.0,302.0,0.434,0.486,171.0,198.0,0.864,37.0,176.0,213.0,310.0,73.0,14.0,130.0,133.0,670.0,,1.0
2013,26.0,TOR,NBA,PG,68.0,52.0,2020.0,250.0,623.0,0.401,101.0,279.0,0.362,149.0,344.0,0.433,0.482,190.0,239.0,0.795,56.0,265.0,321.0,435.0,94.0,24.0,157.0,218.0,791.0,,1.0
2014,27.0,TOR,NBA,PG,79.0,79.0,2862.0,457.0,1080.0,0.423,190.0,500.0,0.38,267.0,580.0,0.46,0.511,313.0,385.0,0.813,88.0,281.0,369.0,586.0,121.0,15.0,194.0,267.0,1417.0,,2.0
2015,28.0,TOR,NBA,PG,70.0,70.0,2414.0,430.0,1043.0,0.412,132.0,391.0,0.338,298.0,652.0,0.457,0.476,252.0,312.0,0.808,54.0,274.0,328.0,473.0,109.0,13.0,173.0,212.0,1244.0,,2.0
2016,29.0,TOR,NBA,PG,77.0,77.0,2851.0,512.0,1198.0,0.427,212.0,547.0,0.388,300.0,651.0,0.461,0.516,398.0,491.0,0.811,55.0,310.0,365.0,494.0,158.0,34.0,225.0,211.0,1634.0,,1.0
2017,30.0,TOR,NBA,PG,60.0,60.0,2244.0,426.0,918.0,0.464,193.0,468.0,0.412,233.0,450.0,0.518,0.569,299.0,365.0,0.819,48.0,238.0,286.0,417.0,88.0,19.0,173.0,170.0,1344.0,,1.0
2018,31.0,TOR,NBA,PG,78.0,78.0,2510.0,403.0,944.0,0.427,238.0,596.0,0.399,165.0,348.0,0.474,0.553,223.0,261.0,0.854,66.0,368.0,434.0,537.0,85.0,19.0,183.0,192.0,1267.0,,3.0
2019,32.0,TOR,NBA,PG,65.0,65.0,2213.0,304.0,739.0,0.411,157.0,453.0,0.347,147.0,286.0,0.514,0.518,161.0,194.0,0.83,41.0,271.0,312.0,564.0,91.0,31.0,182.0,166.0,926.0,,2.0
2020,33.0,TOR,NBA,PG,58.0,58.0,2098.0,334.0,803.0,0.416,164.0,466.0,0.352,170.0,337.0,0.504,0.518,294.0,343.0,0.857,32.0,260.0,292.0,433.0,82.0,26.0,178.0,190.0,1126.0,,2.0
2021,34.0,TOR,NBA,PG,9.0,9.0,328.0,53.0,130.0,0.408,26.0,76.0,0.342,27.0,54.0,0.5,0.508,39.0,45.0,0.867,8.0,46.0,54.0,60.0,10.0,0.0,28.0,33.0,171.0,,0.0
