Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
6,398,506.0,65.0,8297.0,1344.0,3211.0,0.42,299.0,900.0,0.33,1045.0,2311.0,0.45,0.47,510.0,642.0,0.79,201.0,651.0,852.0,522.0,330.0,100.0,458.0,633.0,3497.0,0
