Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2005,22,2124,ORL,Orlando Magic,22.0,NBA,PG,79.0,21.0,1612.0,9.0,19.7,0.46,1.4,4.4,0.31,7.6,15.3,0.5,2.3,3.4,0.68,1.6,4.4,6.1,7.4,2.5,0.1,3.7,6.3,21.7,,103.0,108.0
2006,22,2124,ORL,Orlando Magic,23.0,NBA,PG,62.0,33.0,1784.0,10.6,21.9,0.48,2.1,5.0,0.42,8.4,16.9,0.5,4.3,5.5,0.78,1.2,4.3,5.5,9.2,2.1,0.3,4.5,5.3,27.6,,110.0,108.0
2007,22,2124,ORL,Orlando Magic,24.0,NBA,PG,77.0,77.0,2331.0,8.6,20.1,0.43,1.5,4.4,0.34,7.1,15.6,0.46,4.2,5.1,0.83,1.1,4.3,5.4,7.6,1.7,0.1,4.2,5.2,22.9,,103.0,107.0
2008,22,2124,ORL,Orlando Magic,25.0,NBA,PG,69.0,62.0,1961.0,7.4,15.8,0.47,1.7,4.0,0.42,5.7,11.8,0.49,3.3,4.0,0.83,0.7,5.6,6.4,10.0,1.7,0.1,3.7,4.4,19.8,,113.0,107.0
2009,22,2124,ORL,Orlando Magic,26.0,NBA,PG,42.0,42.0,1309.0,10.6,21.1,0.5,3.3,7.2,0.45,7.3,13.9,0.53,3.4,3.9,0.89,0.8,5.0,5.8,9.0,2.0,0.1,3.3,4.9,27.9,,121.0,103.0
2010,22,2124,ORL,Orlando Magic,27.0,NBA,PG,65.0,64.0,1860.0,8.9,19.8,0.45,2.4,6.3,0.38,6.5,13.5,0.48,2.7,3.3,0.84,0.7,4.7,5.4,9.9,1.3,0.1,3.9,4.1,22.9,,110.0,106.0
2011,22,2124,ORL,Orlando Magic,28.0,NBA,PG,76.0,76.0,2319.0,8.5,19.0,0.45,2.7,6.7,0.4,5.8,12.3,0.47,2.9,3.7,0.8,0.8,4.3,5.1,10.3,1.7,0.1,4.4,4.7,22.6,,109.0,104.0
2012,22,2124,ORL,Orlando Magic,29.0,NBA,PG,57.0,57.0,1706.0,8.2,19.2,0.43,2.7,7.3,0.38,5.4,11.9,0.46,2.2,2.8,0.81,0.9,4.8,5.7,10.3,1.2,0.2,4.3,4.1,21.4,,106.0,107.0
2013,22,2124,ORL,Orlando Magic,30.0,NBA,PG,56.0,56.0,1977.0,8.1,20.5,0.39,3.2,9.4,0.34,4.9,11.2,0.44,2.3,2.7,0.87,0.6,4.9,5.5,10.9,1.9,0.2,4.1,4.2,21.7,,101.0,110.0
2014,22,2124,ORL,Orlando Magic,31.0,NBA,PG,68.0,68.0,2179.0,6.9,17.6,0.39,3.2,9.2,0.35,3.7,8.4,0.44,2.3,2.6,0.86,0.7,4.8,5.4,11.2,1.2,0.1,3.9,3.4,19.3,,104.0,111.0
2015,31,2124,TOT,Total After Trade,32.0,NBA,PG,63.0,29.0,1407.0,7.3,18.0,0.41,3.2,9.2,0.34,4.1,8.8,0.47,0.9,1.3,0.67,1.2,4.0,5.2,9.0,1.7,0.2,3.9,4.8,18.6,,101.0,110.0
2015,7,2124,DAL,Dallas Mavericks,32.0,NBA,PG,23.0,23.0,584.0,5.3,14.1,0.37,3.3,8.9,0.37,2.0,5.2,0.38,0.6,0.7,0.88,1.2,4.2,5.4,8.2,1.3,0.2,3.4,4.6,14.4,,102.0,110.0
2015,2,2124,BOS,Boston Celtics,32.0,NBA,PG,6.0,1.0,121.0,3.7,17.0,0.22,2.1,10.3,0.2,1.7,6.6,0.25,2.5,3.7,0.67,1.2,5.8,7.0,13.7,2.9,0.0,3.7,5.4,12.0,,85.0,104.0
2015,8,2124,DEN,Denver Nuggets,32.0,NBA,PG,34.0,5.0,702.0,9.6,21.3,0.45,3.3,9.2,0.35,6.3,12.1,0.52,0.8,1.4,0.58,1.1,3.6,4.7,8.9,1.8,0.3,4.3,5.0,23.3,,103.0,111.0
2016,8,2124,DEN,Denver Nuggets,33.0,NBA,PG,39.0,15.0,1036.0,5.5,14.9,0.37,2.1,7.0,0.3,3.4,7.9,0.43,1.5,1.7,0.86,0.9,4.6,5.6,9.2,1.2,0.2,3.2,4.8,14.5,,99.0,112.0
2017,8,2124,DEN,Denver Nuggets,34.0,NBA,PG,75.0,39.0,2045.0,6.4,14.4,0.44,2.5,6.5,0.39,3.9,7.9,0.49,1.1,1.5,0.71,0.7,3.9,4.6,9.2,1.3,0.2,3.1,4.7,16.4,,111.0,115.0
2018,31,2124,TOT,Total After Trade,35.0,NBA,PG,50.0,0.0,1013.0,4.5,11.6,0.39,1.9,5.9,0.33,2.6,5.7,0.45,0.8,0.9,0.8,0.6,4.3,4.9,8.5,1.3,0.2,3.2,3.8,11.7,,99.0,112.0
2018,19,2124,NOP,New Orleans Pelicans,35.0,NBA,PG,43.0,0.0,897.0,4.5,10.9,0.41,2.1,5.9,0.36,2.3,5.1,0.46,0.7,0.9,0.76,0.6,4.5,5.1,8.3,1.2,0.2,3.0,3.6,11.8,,104.0,112.0
2018,9,2124,DET,Detroit Pistons,35.0,NBA,PG,7.0,0.0,116.0,4.7,16.8,0.28,0.4,6.0,0.07,4.3,10.8,0.4,1.3,1.3,1.0,0.9,2.6,3.4,9.9,1.7,0.4,4.7,6.0,11.2,,75.0,110.0
