Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1381,34,34,1101,5.0,12.32,0.41,3.12,8.65,0.36,1.88,3.68,0.51,0.9,1.23,0.73,0.52,5.9,6.43,6.48,2.15,0.32,2.33,4.0,14.1,108.75,111.5
