Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2009,12,1275,IND,Indiana Pacers,22.0,NBA,C,70.0,1009.0,16.1,0.51,0.0,0.35,12.4,14.1,13.3,7.9,1.0,5.6,10.2,23.3,,1.0,1.2,2.1,0.1,,-3.1,0.1,-3.0,-0.3
2010,12,1275,IND,Indiana Pacers,23.0,NBA,C,81.0,2035.0,16.2,0.54,0.01,0.29,9.4,15.5,12.4,13.5,0.7,4.6,14.1,22.2,,1.6,2.5,4.1,0.1,,-1.5,0.6,-0.9,0.6
2011,12,1275,IND,Indiana Pacers,24.0,NBA,C,81.0,2244.0,15.9,0.51,0.0,0.31,9.1,21.0,15.1,12.8,0.7,4.6,15.5,23.6,,0.3,3.3,3.6,0.08,,-1.8,0.7,-1.1,0.5
2012,12,1275,IND,Indiana Pacers,25.0,NBA,C,65.0,1937.0,19.3,0.54,0.0,0.36,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,,3.2,3.0,6.2,0.15,,1.0,0.4,1.4,1.7
2013,12,1275,IND,Indiana Pacers,26.0,NBA,C,79.0,2269.0,17.3,0.49,0.0,0.26,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,,1.3,4.9,6.1,0.13,,-1.7,1.4,-0.3,0.9
2014,12,1275,IND,Indiana Pacers,27.0,NBA,C,81.0,2409.0,13.5,0.5,0.01,0.36,9.9,15.0,12.5,6.2,0.6,5.7,14.5,19.4,,0.5,5.0,5.4,0.11,,-2.9,1.5,-1.4,0.4
2015,12,1275,IND,Indiana Pacers,28.0,NBA,C,76.0,1926.0,15.4,0.5,0.0,0.29,9.0,21.9,15.5,7.4,0.5,5.1,11.8,21.3,,1.0,3.2,4.2,0.1,,-1.8,0.6,-1.2,0.4
2016,14,1275,LAL,Los Angeles Lakers,29.0,NBA,C,81.0,1878.0,11.2,0.51,0.0,0.35,7.3,15.8,11.4,8.0,0.9,4.6,13.8,12.9,,1.1,1.0,2.2,0.06,,-3.5,0.2,-3.2,-0.6
2017,31,1275,TOT,Total After Trade,30.0,NBA,C,48.0,682.0,13.5,0.61,0.0,0.51,8.7,15.9,12.3,4.6,0.6,5.9,15.1,14.0,,1.0,0.8,1.8,0.13,,-3.2,0.9,-2.3,0.0
2017,4,1275,CHO,Charlotte Hornets,30.0,NBA,C,42.0,671.0,13.5,0.61,0.0,0.52,8.6,16.0,12.3,4.5,0.6,5.8,14.9,14.0,,1.0,0.8,1.8,0.13,,-3.2,0.8,-2.4,-0.1
2017,8,1275,DEN,Denver Nuggets,30.0,NBA,C,6.0,11.0,16.3,0.67,0.0,0.0,10.1,10.0,10.0,13.5,0.0,14.1,25.0,15.5,,0.0,0.0,0.0,0.12,,-4.6,4.1,-0.5,0.0
