Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,24.0,1038,PHO,Phoenix Suns,23.0,NBA,PF,55.0,53.0,1807.0,6.8,14.3,0.48,0.0,0.0,,6.8,14.3,0.48,2.6,3.8,0.68,2.7,6.0,8.6,1.4,1.2,0.6,2.5,2.8,16.2
1989,24.0,1038,PHO,Phoenix Suns,24.0,NBA,PF,74.0,60.0,2120.0,7.9,15.8,0.5,0.0,0.0,,7.9,15.8,0.5,4.1,5.5,0.74,2.8,6.4,9.2,0.9,0.9,0.5,2.4,3.0,20.0
1990,31.0,1038,TOT,Total After Trade,25.0,NBA,PF,76.0,66.0,2426.0,7.2,13.9,0.52,0.0,0.0,0.0,7.2,13.9,0.52,4.5,6.2,0.72,3.1,5.8,8.9,1.5,1.0,0.8,2.7,3.1,18.9
1990,24.0,1038,PHO,Phoenix Suns,25.0,NBA,PF,16.0,7.0,267.0,7.0,16.3,0.43,0.0,0.0,,7.0,16.3,0.43,5.3,7.6,0.7,3.5,5.9,9.4,1.1,0.8,0.7,2.3,3.8,19.3
1990,,1038,CHH,None,25.0,NBA,PF,60.0,59.0,2159.0,7.2,13.7,0.53,0.0,0.0,0.0,7.2,13.6,0.53,4.4,6.1,0.73,3.1,5.7,8.8,1.5,1.1,0.8,2.8,3.1,18.8
1991,31.0,1038,TOT,Total After Trade,26.0,NBA,PF,75.0,75.0,2644.0,6.6,13.6,0.49,0.0,0.0,0.0,6.6,13.6,0.49,3.6,4.5,0.82,3.0,5.1,8.1,1.4,0.9,0.7,2.4,2.5,16.9
1991,,1038,CHH,None,26.0,NBA,PF,25.0,25.0,949.0,7.4,14.4,0.51,0.0,0.0,,7.4,14.4,0.51,3.9,4.9,0.81,3.3,5.6,8.9,1.0,1.3,0.8,2.4,2.5,18.7
1991,23.0,1038,PHI,Philadelphia 76Ers,26.0,NBA,PF,50.0,50.0,1695.0,6.2,13.2,0.47,0.0,0.0,0.0,6.2,13.1,0.47,3.5,4.3,0.82,2.8,4.9,7.7,1.7,0.7,0.7,2.3,2.5,15.9
1992,23.0,1038,PHI,Philadelphia 76Ers,27.0,NBA,PF,81.0,81.0,2771.0,6.7,13.0,0.51,0.0,0.0,0.0,6.7,13.0,0.51,4.5,5.5,0.81,3.0,5.5,8.6,1.5,0.7,1.1,2.2,2.3,17.8
1993,23.0,1038,PHI,Philadelphia 76Ers,28.0,NBA,PF,80.0,26.0,1742.0,7.4,16.0,0.46,0.0,0.0,0.0,7.4,16.0,0.46,5.7,6.7,0.84,2.8,6.9,9.8,2.4,0.8,1.1,3.2,2.5,20.5
1994,3.0,1038,NJN,New Jersey Nets,29.0,NBA,PF,82.0,5.0,1969.0,6.4,12.5,0.51,0.0,0.0,0.0,6.4,12.5,0.51,5.0,6.6,0.76,3.6,5.5,9.1,1.3,0.7,1.1,1.9,2.4,17.7
1995,3.0,1038,NJN,New Jersey Nets,30.0,NBA,PF,82.0,30.0,2472.0,6.6,13.2,0.5,0.0,0.0,0.0,6.6,13.2,0.5,4.4,5.7,0.77,2.8,6.1,8.9,1.4,1.0,1.3,2.2,2.5,17.7
1996,3.0,1038,NJN,New Jersey Nets,31.0,NBA,SF,78.0,76.0,2856.0,7.3,15.3,0.47,0.0,0.0,0.0,7.3,15.3,0.47,3.5,4.4,0.79,3.0,5.9,9.0,1.8,0.9,0.7,2.2,2.3,18.0
1997,17.0,1038,MIL,Milwaukee Bucks,32.0,NBA,PF,80.0,25.0,2050.0,4.3,9.2,0.47,0.0,0.0,,4.3,9.2,0.47,3.5,4.5,0.77,2.4,6.3,8.7,0.9,1.1,0.7,1.8,3.6,12.1
1998,17.0,1038,MIL,Milwaukee Bucks,33.0,NBA,PF,82.0,25.0,2114.0,5.6,11.5,0.48,0.0,0.1,0.0,5.6,11.4,0.49,4.5,5.7,0.8,2.5,5.0,7.5,1.8,1.1,0.6,2.5,3.0,15.7
1999,17.0,1038,MIL,Milwaukee Bucks,34.0,NBA,PF,34.0,5.0,668.0,5.4,12.0,0.45,0.0,0.1,0.0,5.4,12.0,0.46,4.3,5.4,0.78,1.8,5.0,6.8,1.0,1.2,0.6,1.9,2.6,15.1
