Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
178,Will Barton,"January 6, 1991",576.0,179.0,1248.73,5.68,13.45,0.42,1.36,4.22,0.32,4.31,9.24,0.47,2.34,3.0,0.78,1.05,4.88,5.95,3.45,1.21,0.62,2.01,2.42,15.09
