Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
1991,NJN,Derrick Coleman,1,69.0,96,0.719,ROY
1991,SAC,Lionel Simmons,2,22.0,96,0.229,ROY
1991,ORL,Dennis Scott,3,3.0,96,0.031,ROY
1991,BOS,Dee Brown,4,2.0,96,0.021,ROY
