Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1999,22.0,POR,NBA,SF,7.0,35.0,26.3,0.555,0.15,0.9,13.7,15.9,14.8,21.3,1.5,2.1,17.7,44.4,,0.0,0.1,0.1,0.103,,2.3,-1.3,1.0,0.0
2001,24.0,POR,NBA,SF,75.0,1995.0,18.8,0.571,0.069,0.331,7.4,14.3,11.0,18.4,2.5,0.7,16.9,23.3,,3.4,2.6,5.9,0.143,,1.5,0.7,2.3,2.1
2002,25.0,POR,NBA,SG,74.0,2348.0,18.4,0.538,0.166,0.279,6.0,16.4,11.1,15.8,2.6,0.8,14.1,26.4,,3.0,3.0,6.0,0.122,,1.4,0.5,1.9,2.3
2003,26.0,POR,NBA,SG,75.0,2396.0,15.7,0.505,0.131,0.316,4.9,14.9,9.9,18.0,2.8,0.6,16.0,25.9,,0.9,3.1,4.0,0.08,,-0.6,0.4,-0.2,1.1
2004,27.0,TOT,NBA,SG,72.0,1872.0,13.0,0.476,0.081,0.215,4.8,11.2,7.9,13.6,2.6,0.7,14.8,26.5,,-0.9,1.8,0.9,0.023,,-2.5,-0.5,-3.0,-0.4
2004,27.0,POR,NBA,SG,13.0,404.0,11.3,0.423,0.046,0.154,6.2,11.7,9.0,15.6,2.8,0.6,14.6,25.7,,-0.5,0.3,-0.1,-0.017,,-3.8,-0.6,-4.4,-0.3
2004,27.0,MEM,NBA,SG,59.0,1468.0,13.5,0.489,0.09,0.231,4.3,11.1,7.7,13.0,2.5,0.8,14.8,26.8,,-0.5,1.5,1.0,0.034,,-2.1,-0.5,-2.5,-0.2
2005,28.0,MEM,NBA,SG,69.0,1489.0,15.9,0.515,0.169,0.305,4.0,14.4,9.2,10.2,3.1,1.4,11.4,25.0,,0.6,2.5,3.1,0.1,,-0.8,1.4,0.6,1.0
2006,29.0,SAC,NBA,SG,52.0,1684.0,16.6,0.507,0.073,0.31,10.0,17.8,13.9,14.8,2.9,1.1,15.3,22.4,,0.7,2.7,3.4,0.096,,-0.4,0.8,0.4,1.0
2007,30.0,HOU,NBA,SF,28.0,590.0,8.9,0.446,0.034,0.396,5.1,18.2,11.7,8.9,2.2,1.7,19.0,23.7,,-1.3,1.2,-0.1,-0.009,,-5.7,1.3,-4.4,-0.4
2008,31.0,TOT,NBA,SG,73.0,1562.0,14.4,0.495,0.088,0.399,6.2,17.8,12.0,10.2,2.6,1.5,13.3,22.7,,-0.1,3.0,3.0,0.092,,-2.0,1.7,-0.3,0.7
2008,31.0,HOU,NBA,SG,51.0,1124.0,14.1,0.48,0.092,0.422,6.4,19.5,13.0,11.8,2.4,1.6,13.5,22.9,,-0.2,2.4,2.1,0.091,,-2.3,2.0,-0.2,0.5
2008,31.0,NOH,NBA,SG,22.0,438.0,15.1,0.535,0.076,0.338,5.5,13.7,9.5,6.2,2.9,1.4,13.0,22.0,,0.2,0.7,0.8,0.093,,-1.4,1.0,-0.4,0.2
