PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Charles Barkley,27.0,67.0,2498.0,0.57,0.614,0.284,0.589,0.722,0.635,0.564,0.133,120.0,126.0,89.0,121.0,94.0,119.0,176.0,162.0,236.6,292.3
Hersey Hawkins,24.0,80.0,3110.0,0.47200000000000003,0.491,0.4,0.515,0.871,0.5920000000000001,0.44,0.21600000000000003,99.0,101.0,125.0,106.0,114.0,111.0,137.0,264.0,68.8,171.3
Ron Anderson,32.0,82.0,2340.0,0.485,0.49700000000000005,0.209,0.49,0.833,0.524,0.188,0.040999999999999995,102.0,102.0,65.0,100.0,109.0,98.0,59.0,50.0,4.8,-22.7
Rickey Green,36.0,79.0,2248.0,0.46299999999999997,0.475,0.222,0.46799999999999997,0.83,0.506,0.195,0.05,98.0,97.0,70.0,96.0,109.0,95.0,61.0,61.0,-27.7,-45.0
Armen Gilliam,26.0,50.0,1695.0,0.47,0.47200000000000003,0.0,0.47,0.816,0.527,0.324,0.003,99.0,97.0,,96.0,107.0,99.0,101.0,4.0,-21.2,-10.2
Rick Mahorn,32.0,80.0,2439.0,0.467,0.474,0.0,0.467,0.787,0.535,0.429,0.016,98.0,97.0,,96.0,103.0,100.0,134.0,20.0,-22.8,0.7
Andre Turner,26.0,70.0,1407.0,0.439,0.446,0.364,0.45399999999999996,0.736,0.489,0.22699999999999998,0.086,92.0,91.0,114.0,93.0,96.0,92.0,71.0,105.0,-25.3,-38.3
Brian Oliver,22.0,73.0,800.0,0.408,0.41700000000000004,0.278,0.41700000000000004,0.732,0.46,0.261,0.066,86.0,86.0,87.0,86.0,96.0,86.0,82.0,81.0,-38.1,-45.1
Mike Gminski,31.0,30.0,791.0,0.384,0.391,0.125,0.386,0.841,0.436,0.222,0.027999999999999997,81.0,80.0,39.0,79.0,110.0,82.0,69.0,34.0,-57.8,-61.2
Jayson Williams,22.0,52.0,508.0,0.447,0.447,0.5,0.45,0.6609999999999999,0.49,0.348,0.012,94.0,92.0,156.0,92.0,86.0,92.0,109.0,15.0,-11.9,-16.4
Kenny Payne,24.0,47.0,444.0,0.36,0.374,0.222,0.37,0.897,0.41100000000000003,0.153,0.095,76.0,77.0,70.0,76.0,117.0,77.0,48.0,116.0,-44.2,-49.6
Manute Bol,28.0,82.0,1522.0,0.396,0.42700000000000005,0.071,0.39899999999999997,0.585,0.426,0.25,0.085,84.0,87.0,22.0,82.0,77.0,80.0,78.0,104.0,-28.8,-39.6
Johnny Dawkins,27.0,4.0,124.0,0.634,0.6759999999999999,0.25,0.6459999999999999,0.909,0.687,0.268,0.098,134.0,138.0,78.0,133.0,119.0,129.0,84.0,119.0,13.0,14.0
Dave Hoppen,26.0,11.0,43.0,0.5,0.545,0.0,0.5,0.667,0.579,1.0,0.083,105.0,112.0,,103.0,87.0,108.0,313.0,102.0,0.3,1.5
Tony Harris,23.0,6.0,41.0,0.25,0.28600000000000003,0.0,0.25,0.5,0.281,0.25,0.125,53.0,59.0,,51.0,65.0,53.0,78.0,153.0,-7.6,-9.0
Mario Elie,27.0,3.0,20.0,0.28600000000000003,0.2,0.5,0.35700000000000004,0.5,0.381,0.28600000000000003,0.28600000000000003,60.0,41.0,156.0,73.0,65.0,71.0,89.0,349.0,-1.8,-2.4
Jim Farmer,26.0,2.0,13.0,0.28600000000000003,0.33299999999999996,0.0,0.28600000000000003,1.0,0.381,0.28600000000000003,0.14300000000000002,60.0,68.0,,59.0,131.0,71.0,89.0,174.0,-2.8,-2.4
Robert Reid,35.0,3.0,37.0,0.14300000000000002,0.14300000000000002,,0.14300000000000002,,0.14300000000000002,0.0,0.0,30.0,29.0,,29.0,,27.0,,,-9.6,-11.0
Team,,,,0.48,0.498,0.32,0.496,0.7859999999999999,0.5489999999999999,0.348,0.10099999999999999,101.0,102.0,100.0,102.0,103.0,103.0,109.0,123.0,107.2,201.8
League Average,,,,0.474,0.488,0.32,0.48700000000000004,0.765,0.534,0.32,0.08199999999999999,,,,,,,,,,
