PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
David Robinson,25.0,82.0,3095.0,0.552,0.5539999999999999,0.14300000000000002,0.552,0.762,0.615,0.569,0.005,116.0,114.0,45.0,113.0,100.0,115.0,178.0,6.0,177.7,275.7
Sean Elliott,22.0,82.0,3044.0,0.49,0.502,0.312,0.5,0.8079999999999999,0.564,0.41200000000000003,0.066,103.0,103.0,98.0,103.0,106.0,106.0,129.0,80.0,24.8,68.8
Terry Cummings,29.0,67.0,2195.0,0.484,0.493,0.212,0.48700000000000004,0.6829999999999999,0.514,0.231,0.032,102.0,101.0,66.0,100.0,89.0,96.0,72.0,39.0,0.4,-46.3
Willie Anderson,24.0,75.0,2592.0,0.457,0.467,0.2,0.461,0.7979999999999999,0.499,0.215,0.035,96.0,96.0,63.0,95.0,104.0,93.0,67.0,43.0,-52.8,-76.3
Rod Strickland,24.0,58.0,2076.0,0.48200000000000004,0.49,0.33299999999999996,0.491,0.763,0.5379999999999999,0.324,0.051,102.0,100.0,104.0,101.0,100.0,101.0,101.0,62.0,4.5,5.0
Paul Pressey,32.0,70.0,1683.0,0.47200000000000003,0.501,0.281,0.491,0.8270000000000001,0.545,0.312,0.134,99.0,103.0,88.0,101.0,108.0,102.0,98.0,163.0,2.8,10.2
Sidney Green,30.0,66.0,1099.0,0.461,0.465,0.0,0.461,0.848,0.515,0.273,0.008,97.0,95.0,,95.0,111.0,96.0,86.0,10.0,-20.2,-16.8
Avery Johnson,25.0,47.0,742.0,0.483,0.49,0.2,0.486,0.691,0.517,0.263,0.024,102.0,100.0,63.0,100.0,90.0,97.0,82.0,29.0,-0.7,-8.2
Dave Greenwood,33.0,63.0,1018.0,0.503,0.509,0.0,0.503,0.7340000000000001,0.568,0.556,0.012,106.0,104.0,,103.0,96.0,106.0,174.0,14.0,5.3,14.2
Sean Higgins,22.0,50.0,464.0,0.45799999999999996,0.48700000000000004,0.158,0.465,0.8490000000000001,0.49700000000000005,0.156,0.09,96.0,100.0,49.0,95.0,111.0,93.0,49.0,109.0,-9.6,-17.1
Reggie Williams,26.0,22.0,354.0,0.48,0.465,0.5379999999999999,0.535,0.8540000000000001,0.59,0.32299999999999995,0.205,101.0,95.0,168.0,110.0,112.0,110.0,101.0,250.0,12.2,16.0
Dwayne Schintzius,22.0,42.0,398.0,0.439,0.444,0.0,0.439,0.55,0.45799999999999996,0.258,0.013000000000000001,93.0,91.0,,90.0,72.0,86.0,81.0,16.0,-15.1,-26.5
David Wingate,27.0,25.0,563.0,0.384,0.40299999999999997,0.111,0.38799999999999996,0.7070000000000001,0.436,0.297,0.065,81.0,83.0,35.0,80.0,92.0,82.0,93.0,80.0,-27.5,-30.8
Tony Massenburg,23.0,35.0,161.0,0.45,0.45,,0.45,0.622,0.514,0.75,0.0,95.0,92.0,,92.0,81.0,96.0,235.0,,-4.5,-3.3
Byron Dinkins,23.0,10.0,144.0,0.39399999999999996,0.39399999999999996,,0.39399999999999996,0.889,0.46,0.273,0.0,83.0,81.0,,81.0,116.0,86.0,85.0,,-6.2,-5.5
Clifford Lett,25.0,7.0,99.0,0.483,0.5,0.0,0.483,0.667,0.516,0.31,0.035,102.0,102.0,,99.0,87.0,97.0,97.0,42.0,-0.3,-1.2
Pete Myers,27.0,8.0,103.0,0.435,0.455,0.0,0.435,0.818,0.521,0.478,0.043,92.0,93.0,,89.0,107.0,97.0,150.0,53.0,-2.4,-0.8
Team,,,,0.489,0.499,0.248,0.494,0.7659999999999999,0.545,0.35600000000000004,0.04,103.0,102.0,78.0,101.0,100.0,102.0,111.0,49.0,83.1,154.7
League Average,,,,0.474,0.488,0.32,0.48700000000000004,0.765,0.534,0.32,0.08199999999999999,,,,,,,,,,
