Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2015,5,CHI,Charlotte Bobcats,Jimmy Butler,25,12,12,506,9.9,22.4,0.44,2.9,7.6,0.39,6.9,14.8,0.47,6.2,7.6,0.82,1.9,5.1,7.0,4.0,3.0,0.9,2.2,2.8,28.9,,115,100
2015,5,CHI,Charlotte Bobcats,Derrick Rose,26,12,12,454,10.9,27.5,0.4,2.7,7.7,0.35,8.2,19.8,0.41,4.1,4.6,0.9,1.5,5.3,6.8,9.1,1.6,0.7,4.4,2.6,28.5,,100,103
2015,5,CHI,Charlotte Bobcats,Joakim Noah,29,12,12,395,4.2,10.2,0.41,0.0,0.0,,4.2,10.2,0.41,0.9,2.7,0.35,6.0,11.7,17.7,5.1,1.3,1.9,2.7,5.0,9.3,,98,98
2015,5,CHI,Charlotte Bobcats,Mike Dunleavy,34,12,12,389,5.9,12.0,0.49,3.7,7.6,0.48,2.2,4.4,0.5,2.5,2.6,0.95,1.0,5.6,6.6,4.2,1.4,0.7,2.0,4.2,17.9,,126,104
2015,5,CHI,Charlotte Bobcats,Pau Gasol,34,10,10,317,9.4,19.3,0.49,0.0,0.7,0.0,9.4,18.6,0.5,5.4,7.0,0.76,2.8,12.9,15.7,5.2,0.8,3.5,3.5,3.0,24.1,,107,97
2015,5,CHI,Charlotte Bobcats,Taj Gibson,29,12,2,276,6.5,13.9,0.47,0.0,0.0,,6.5,13.9,0.47,4.0,5.8,0.7,4.8,7.9,12.7,2.3,0.8,2.3,2.1,4.8,17.1,,109,102
2015,5,CHI,Charlotte Bobcats,Nikola Mirotic,23,11,0,164,6.5,21.4,0.3,2.3,9.7,0.23,4.2,11.7,0.36,5.2,6.5,0.8,2.3,7.4,9.7,2.9,1.9,1.9,2.6,7.1,20.4,,90,100
2015,5,CHI,Charlotte Bobcats,Tony Snell,23,11,0,140,5.7,16.7,0.34,3.4,10.2,0.33,2.3,6.4,0.35,1.5,1.5,1.0,0.4,6.1,6.4,2.3,0.0,1.1,1.9,4.9,16.3,,94,106
2015,5,CHI,Charlotte Bobcats,Aaron Brooks,30,12,0,132,8.4,24.5,0.34,3.2,10.5,0.31,5.2,14.1,0.37,1.6,2.8,0.57,1.2,6.0,7.2,4.4,1.2,0.4,3.6,6.4,21.7,,85,104
2015,5,CHI,Charlotte Bobcats,Kirk Hinrich,34,10,0,126,3.8,8.0,0.47,2.5,4.2,0.6,1.3,3.8,0.33,0.8,1.3,0.67,0.0,2.1,2.1,4.6,1.3,0.4,0.4,5.9,11.0,,138,107
2015,5,CHI,Charlotte Bobcats,Nazr Mohammed,37,3,0,14,7.6,26.6,0.29,0.0,3.8,0.0,7.6,22.8,0.33,0.0,0.0,,11.4,7.6,19.0,0.0,0.0,3.8,0.0,0.0,15.2,,84,102
2015,5,CHI,Charlotte Bobcats,Doug McDermott,23,3,0,10,5.3,15.9,0.33,5.3,10.6,0.5,0.0,5.3,0.0,10.6,10.6,1.0,5.3,5.3,10.6,5.3,0.0,0.0,5.3,0.0,26.6,,120,108
2015,5,CHI,Charlotte Bobcats,E'Twaun Moore,25,3,0,9,11.8,35.4,0.33,5.9,5.9,1.0,5.9,29.5,0.2,0.0,0.0,,0.0,17.7,17.7,0.0,11.8,0.0,0.0,5.9,29.5,,86,72
