Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
527,Josh Childress,1983-06-20,391,70,21.36,2.58,5.01,0.51,0.2,0.62,0.32,2.39,4.4,0.54,20.62,1.38,1.79,0.77,1.41,2.3,3.74,1.27,0.69,0.36,0.86,1.44,6.72
