SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,29,UTA,Matt Harpring,28,78,55,2584,5.8,11.9,0.49,0.1,0.6,0.21,5.7,11.3,0.5,3.4,4.4,0.78,2.7,4.0,6.7,2.0,1.0,0.2,1.9,3.5,15.2
2005,29,UTA,Mehmet Okur,25,82,25,2304,5.5,11.8,0.47,0.3,1.0,0.27,5.3,10.8,0.49,5.1,6.0,0.85,3.0,6.6,9.6,2.6,0.5,1.1,2.2,3.5,16.5
2005,29,UTA,Raja Bell,28,63,32,1790,6.1,13.4,0.45,1.1,2.7,0.4,5.0,10.7,0.47,2.3,3.0,0.75,1.0,3.1,4.0,1.8,0.9,0.2,1.6,4.1,15.5
2005,29,UTA,Carlos Boozer,23,51,51,1772,7.3,14.1,0.52,0.0,0.0,0.0,7.3,14.1,0.52,3.8,5.4,0.7,2.9,6.4,9.3,2.9,0.8,0.5,2.8,3.6,18.5
2005,29,UTA,Gordan Giriaek,27,81,44,1660,6.1,13.7,0.45,0.8,2.3,0.36,5.3,11.4,0.46,2.4,3.0,0.81,0.5,3.4,3.9,3.0,1.0,0.2,2.0,3.4,15.5
2005,29,UTA,Howard Eisley,32,74,1,1428,4.1,10.2,0.4,0.7,2.6,0.26,3.4,7.6,0.44,1.7,2.1,0.8,0.4,1.9,2.3,6.3,1.1,0.2,2.8,3.9,10.5
2005,29,UTA,Keith McLeod,25,53,47,1382,3.7,10.6,0.35,0.5,1.9,0.25,3.3,8.8,0.37,2.9,3.8,0.77,0.5,2.4,2.9,6.1,1.6,0.3,2.6,3.6,10.8
2005,29,UTA,Andrei Kirilenko,23,41,37,1349,5.5,11.2,0.49,0.6,2.1,0.3,4.9,9.2,0.54,5.4,6.9,0.78,2.4,4.4,6.8,3.5,1.8,3.6,2.4,2.7,17.1
2005,29,UTA,Jarron Collins,26,50,38,961,2.4,5.9,0.41,0.0,0.0,0.0,2.4,5.8,0.42,3.1,4.5,0.7,2.1,4.0,6.1,2.3,0.4,0.2,1.3,5.5,8.0
2005,29,UTA,Kirk Snyder,21,68,7,906,4.8,13.0,0.37,1.2,3.4,0.35,3.7,9.7,0.38,2.5,3.8,0.67,2.0,2.8,4.8,1.4,1.0,0.8,2.3,4.6,13.4
2005,29,UTA,Kris Humphries,19,67,4,873,4.8,11.8,0.4,0.1,0.2,0.33,4.7,11.6,0.41,1.8,4.2,0.44,3.0,5.1,8.1,1.8,1.0,0.7,2.1,4.0,11.5
2005,29,UTA,Curtis Borchardt,24,67,23,859,3.1,7.2,0.43,0.0,0.0,,3.1,7.2,0.43,2.2,3.0,0.73,3.6,5.8,9.4,2.1,0.4,1.3,2.2,6.7,8.4
2005,29,UTA,Carlos Arroyo,25,30,16,742,4.5,11.3,0.4,0.3,0.9,0.39,4.2,10.4,0.4,2.6,3.1,0.84,0.5,1.7,2.2,7.4,1.0,0.1,2.7,3.3,11.9
2005,29,UTA,Raul Lopez,24,31,15,518,4.0,9.4,0.42,1.4,3.1,0.44,2.6,6.3,0.41,1.9,2.3,0.82,0.5,2.2,2.7,8.5,1.5,0.2,3.3,5.4,11.2
2005,29,UTA,Ben Handlogten,31,21,5,297,5.2,10.1,0.52,0.0,0.1,0.0,5.2,9.9,0.52,1.1,2.1,0.53,2.8,5.1,7.9,1.6,0.8,0.6,2.2,6.7,11.5
2005,29,UTA,Randy Livingston,29,17,4,227,3.5,8.2,0.42,0.8,1.3,0.62,2.7,7.0,0.39,2.4,2.7,0.88,0.5,1.4,1.9,7.1,1.9,0.3,2.2,4.4,10.1
2005,29,UTA,Aleksandar Radojevic,28,12,6,128,1.7,5.3,0.32,0.0,0.0,,1.7,5.3,0.32,2.0,2.8,0.7,2.5,5.3,7.9,1.7,0.0,0.6,4.2,9.0,5.3
