PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gilbert Arenas,23,80,80,3274,7.2,16.7,0.431,2.3,6.2,0.365,5.0,10.6,0.469,5.7,7.0,0.8140000000000001,0.9,3.2,4.2,4.5,1.5,0.3,2.7,2.7,22.4
Antawn Jamison,28,68,68,2605,7.2,16.4,0.43700000000000006,1.0,2.9,0.341,6.2,13.6,0.457,3.1,4.1,0.76,2.2,5.0,7.2,2.1,0.8,0.2,1.6,2.1,18.4
Larry Hughes,26,61,61,2358,7.1,16.6,0.43,0.9,3.2,0.282,6.2,13.4,0.465,5.4,6.9,0.777,1.1,4.7,5.8,4.4,2.7,0.3,2.3,2.6,20.5
Jared Jeffries,23,77,71,2007,3.6,7.8,0.46799999999999997,0.3,0.9,0.314,3.4,6.9,0.488,1.8,3.1,0.584,2.7,4.0,6.7,2.7,1.2,0.6,2.0,3.7,9.4
Brendan Haywood,25,68,68,1865,4.6,8.2,0.56,0.0,0.0,,4.6,8.2,0.56,3.1,5.0,0.609,3.9,5.1,9.0,1.1,1.0,2.2,1.9,4.2,12.3
Jarvis Hayes,23,54,22,1560,4.8,12.2,0.389,1.0,2.8,0.341,3.8,9.4,0.40299999999999997,2.3,2.7,0.8390000000000001,0.9,4.3,5.2,2.1,1.1,0.2,1.4,2.5,12.8
Michael Ruffin,28,79,7,1262,1.2,2.8,0.414,0.0,0.0,0.0,1.2,2.8,0.418,0.8,1.9,0.433,4.5,5.0,9.5,1.8,1.2,1.2,1.3,5.5,3.2
Juan Dixon,26,63,4,1054,6.4,15.3,0.41600000000000004,1.6,5.0,0.327,4.7,10.2,0.46,3.0,3.3,0.897,1.1,3.0,4.1,3.8,1.5,0.1,2.3,3.3,17.3
Etan Thomas,26,47,10,976,4.7,9.4,0.502,0.0,0.0,,4.7,9.4,0.502,2.8,5.3,0.528,3.1,5.9,9.0,0.7,0.6,1.9,1.8,4.9,12.2
Kwame Brown,22,42,14,908,4.3,9.4,0.46,0.0,0.0,,4.3,9.4,0.46,2.9,5.1,0.574,2.9,5.3,8.2,1.5,1.0,0.6,2.7,4.4,11.6
Steve Blake,24,44,1,648,3.4,10.3,0.32799999999999996,2.0,5.2,0.387,1.4,5.2,0.26899999999999996,1.8,2.3,0.805,1.0,2.9,3.9,3.8,0.7,0.0,2.2,2.6,10.6
Anthony Peeler,35,40,0,529,3.8,10.2,0.373,1.7,4.4,0.385,2.1,5.8,0.365,1.1,1.2,0.889,1.0,3.5,4.4,3.9,1.2,0.1,1.9,2.7,10.4
Laron Profit,27,42,4,428,4.7,10.8,0.43799999999999994,0.7,2.4,0.28600000000000003,4.0,8.4,0.48,1.3,2.1,0.64,2.0,4.4,6.4,3.1,1.3,0.4,2.3,3.7,11.4
Damone Brown,25,14,0,152,5.4,14.7,0.371,0.9,2.6,0.364,4.5,12.1,0.373,0.9,2.1,0.444,2.4,4.3,6.6,3.3,0.2,1.4,3.6,4.0,12.8
Samaki Walker,28,14,0,134,3.0,8.3,0.355,0.0,0.0,,3.0,8.3,0.355,0.5,0.8,0.667,2.1,2.7,4.8,1.1,0.8,1.9,2.1,6.7,6.4
Peter John Ramos,19,6,0,20,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,1.8,3.6,0.5,1.8,5.4,7.2,0.0,0.0,1.8,5.4,7.2,19.8
