PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Pau Gasol,25,4,4,158,10.6,24.5,0.433,0.0,0.4,0.0,10.6,24.2,0.439,8.4,11.0,0.767,1.5,8.4,9.9,4.4,0.7,1.8,4.0,4.0,29.7,,99,114
Shane Battier,27,4,4,129,4.5,9.0,0.5,0.9,3.1,0.28600000000000003,3.6,5.8,0.615,0.9,2.7,0.33299999999999996,3.1,7.2,10.3,0.9,1.8,0.9,3.6,7.2,10.8,,88,113
Eddie Jones,34,4,3,119,6.8,14.1,0.483,1.5,3.4,0.429,5.4,10.7,0.5,4.9,7.3,0.667,1.5,3.9,5.4,4.9,1.5,0.5,0.5,4.9,19.9,,127,117
Mike Miller,25,4,1,107,6.5,16.2,0.4,0.5,4.3,0.125,6.0,11.9,0.5,4.9,4.9,1.0,0.5,7.6,8.1,3.8,1.1,1.1,4.3,6.0,18.4,,90,114
Chucky Atkins,31,4,4,103,8.4,20.8,0.405,2.2,6.2,0.364,6.2,14.6,0.423,2.8,4.5,0.625,0.0,1.7,1.7,6.7,1.1,0.0,2.2,8.4,21.9,,100,120
Bobby Jackson,32,4,0,100,6.9,16.8,0.414,2.3,6.4,0.364,4.6,10.4,0.444,2.9,4.1,0.7140000000000001,0.0,4.6,4.6,2.9,0.6,0.0,8.1,4.1,19.1,,74,119
Lorenzen Wright,30,4,0,86,7.4,12.1,0.611,0.0,0.0,,7.4,12.1,0.611,4.7,6.7,0.7,7.4,6.1,13.5,2.0,0.0,2.7,3.4,6.1,19.5,,121,117
Jake Tsakalidis,26,4,3,59,5.9,9.8,0.6,0.0,0.0,,5.9,9.8,0.6,1.0,2.0,0.5,3.9,6.9,10.8,2.0,1.0,1.0,6.9,12.8,12.8,,81,115
Dahntay Jones,25,4,0,46,6.3,8.8,0.7140000000000001,0.0,0.0,,6.3,8.8,0.7140000000000001,8.8,12.6,0.7,1.3,7.6,8.8,0.0,1.3,0.0,2.5,8.8,21.4,,129,115
Hakim Warrick,23,3,1,43,5.4,21.5,0.25,0.0,1.3,0.0,5.4,20.2,0.267,16.2,18.8,0.857,1.3,8.1,9.4,0.0,1.3,0.0,5.4,9.4,26.9,,85,114
Brian Cardinal,28,3,0,22,2.6,5.3,0.5,2.6,5.3,0.5,0.0,0.0,,0.0,0.0,,2.6,7.9,10.5,2.6,2.6,0.0,0.0,5.3,7.9,,167,112
Antonio Burks,25,2,0,13,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,1.0,4.5,8.9,0.5,0.0,4.5,4.5,8.9,4.5,0.0,0.0,8.9,13.4,,174,110
