PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Ben Gordon,22,6,6,245,8.9,22.0,0.406,3.1,8.5,0.366,5.8,13.5,0.431,5.2,7.7,0.6759999999999999,1.0,3.1,4.2,3.7,1.2,0.0,3.5,2.5,26.2,,99,111
Kirk Hinrich,25,6,6,234,8.5,20.4,0.415,2.0,5.7,0.34600000000000003,6.5,14.8,0.441,7.8,9.1,0.857,0.0,4.3,4.3,10.0,1.7,0.4,5.2,4.8,26.7,,105,108
Andrés Nocioni,26,6,6,230,10.4,18.6,0.56,2.2,4.6,0.47600000000000003,8.2,13.9,0.5870000000000001,6.6,7.7,0.857,1.1,10.6,11.7,2.0,1.1,0.4,3.1,4.6,29.6,,122,105
Luol Deng,20,6,0,180,6.8,15.8,0.429,0.3,1.4,0.2,6.5,14.4,0.451,3.4,5.9,0.5710000000000001,2.3,5.9,8.2,0.8,1.4,1.1,1.4,3.7,17.2,,96,107
Chris Duhon,23,6,0,131,3.5,9.7,0.36,2.7,6.2,0.43799999999999994,0.8,3.5,0.222,1.9,2.3,0.833,0.4,5.8,6.2,5.0,0.8,0.0,1.9,5.0,11.7,,108,110
Mike Sweetney,23,6,6,120,5.9,14.4,0.41200000000000003,0.0,0.0,,5.9,14.4,0.41200000000000003,6.4,8.1,0.789,6.8,7.2,14.0,3.0,1.3,2.5,3.0,10.2,18.2,,109,104
Malik Allen,27,6,6,116,6.1,13.2,0.467,0.0,0.0,,6.1,13.2,0.467,0.0,0.4,0.0,2.2,5.7,7.9,3.1,0.9,2.6,4.4,7.0,12.3,,80,106
Tyson Chandler,23,6,0,104,2.0,2.9,0.667,0.0,0.0,,2.0,2.9,0.667,1.5,4.9,0.3,3.9,9.3,13.2,1.5,1.0,1.0,2.9,14.2,5.4,,90,105
Eric Piatkowski,35,6,0,28,5.5,10.9,0.5,3.6,9.1,0.4,1.8,1.8,1.0,3.6,3.6,1.0,1.8,7.3,9.1,1.8,0.0,1.8,0.0,1.8,18.2,,155,109
Jannero Pargo,26,5,0,19,13.4,32.1,0.41700000000000004,8.0,13.4,0.6,5.4,18.7,0.28600000000000003,10.7,13.4,0.8,2.7,13.4,16.1,8.0,0.0,0.0,8.0,0.0,45.5,,108,107
Luke Schenscher,23,3,0,17,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,9.0,12.0,0.75,9.0,12.0,20.9,0.0,0.0,0.0,3.0,6.0,20.9,,157,107
Othella Harrington,32,3,0,15,0.0,10.2,0.0,0.0,0.0,,0.0,10.2,0.0,0.0,0.0,,0.0,6.8,6.8,0.0,3.4,0.0,0.0,6.8,0.0,,0,103
