SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2006,17,MIL,Michael Redd,26,5,5,185,12.9,24.6,0.52,2.1,4.4,0.47,10.8,20.2,0.54,12.0,13.5,0.89,4.7,3.2,7.9,2.3,1.2,0.0,2.9,3.2,39.9,,130,125
2006,17,MIL,Andrew Bogut,21,5,5,172,6.3,14.5,0.44,0.0,0.0,,6.3,14.5,0.44,0.9,2.5,0.38,2.8,6.9,9.8,5.4,0.9,0.0,2.5,6.6,13.6,,95,122
2006,17,MIL,T.J. Ford,22,5,5,162,8.4,17.1,0.49,0.7,1.7,0.4,7.7,15.4,0.5,3.7,4.0,0.92,1.0,5.7,6.7,10.7,1.0,0.0,5.4,6.7,21.1,,105,123
2006,17,MIL,Bobby Simmons,25,5,5,159,4.8,14.3,0.33,1.7,4.1,0.42,3.1,10.2,0.3,0.0,0.0,,1.4,4.8,6.1,3.4,3.1,0.3,2.0,3.8,11.3,,85,119
2006,17,MIL,Jamaal Magloire,27,5,5,135,7.2,15.3,0.47,0.0,0.0,,7.2,15.3,0.47,3.6,6.0,0.6,4.4,11.6,16.1,2.0,0.8,2.4,2.4,5.6,18.1,,104,117
2006,17,MIL,Charlie Bell,26,5,0,108,8.5,21.6,0.4,2.5,5.5,0.46,6.0,16.1,0.38,3.5,3.5,1.0,1.0,0.5,1.5,3.5,1.5,1.0,2.0,7.5,23.1,,104,124
2006,17,MIL,Joe Smith,30,5,0,106,8.2,16.9,0.48,0.0,0.0,,8.2,16.9,0.48,3.1,4.6,0.67,3.1,10.7,13.8,1.5,1.0,1.0,0.5,8.2,19.4,,114,118
2006,17,MIL,Mo Williams,23,5,0,75,12.3,24.6,0.5,1.4,8.0,0.18,10.8,16.6,0.65,0.0,0.0,,0.0,2.2,2.2,7.2,0.7,0.0,4.3,8.7,26.0,,99,126
2006,17,MIL,Toni Kukoc,37,3,0,53,8.2,14.3,0.57,5.1,8.2,0.62,3.1,6.1,0.5,1.0,2.0,0.5,0.0,5.1,5.1,9.2,1.0,0.0,3.1,8.2,22.5,,132,123
2006,17,MIL,Dan Gadzuric,27,4,0,16,27.1,30.5,0.89,0.0,0.0,,27.1,30.5,0.89,3.4,6.8,0.5,6.8,6.8,13.6,0.0,0.0,3.4,0.0,10.2,57.6,,169,121
2006,17,MIL,JiÅ™A­ Welsch,26,4,0,15,7.2,14.5,0.5,0.0,0.0,,7.2,14.5,0.5,10.8,14.5,0.75,0.0,10.8,10.8,7.2,3.6,0.0,0.0,3.6,25.3,,140,114
2006,17,MIL,Ervin Johnson,38,3,0,11,0.0,4.9,0.0,0.0,0.0,,0.0,4.9,0.0,9.9,9.9,1.0,0.0,19.7,19.7,0.0,4.9,0.0,4.9,4.9,9.9,,76,105
2006,17,MIL,Jermaine Jackson,29,2,0,4,0.0,27.1,0.0,0.0,0.0,,0.0,27.1,0.0,0.0,0.0,,0.0,0.0,0.0,27.1,0.0,0.0,0.0,13.6,0.0,,53,129
