Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009,29,1652,UTA,Utah Jazz,19.0,NBA,C,48.0,565.0,15.2,0.54,0.0,0.28,10.6,18.6,14.6,5.7,1.1,4.3,11.1,18.5,0.6,0.7,1.3,0.11,-1.3,-0.1,-1.4,0.1
2010,29,1652,UTA,Utah Jazz,20.0,NBA,C,36.0,172.0,7.7,0.49,0.0,0.32,11.3,19.4,15.5,5.1,0.6,1.9,21.9,17.9,-0.2,0.2,0.0,0.01,-5.3,-1.2,-6.5,-0.2
2011,31,1652,TOT,Total After Trade,21.0,NBA,C,50.0,434.0,12.6,0.47,0.01,0.29,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,-0.2,0.4,0.2,0.03,-3.9,-1.6,-5.5,-0.4
2011,18,1652,MIN,Minnesota Timberwolves,21.0,NBA,C,39.0,336.0,10.4,0.45,0.02,0.22,13.5,18.7,16.0,3.2,1.2,4.5,17.4,18.2,-0.3,0.3,0.0,-0.0,-4.7,-1.2,-5.9,-0.3
2011,8,1652,DEN,Denver Nuggets,21.0,NBA,C,11.0,98.0,20.3,0.54,0.0,0.45,18.2,20.6,19.4,0.0,1.0,3.9,10.6,25.6,0.1,0.1,0.3,0.13,-1.3,-2.8,-4.1,-0.1
2012,8,1652,DEN,Denver Nuggets,22.0,NBA,C,48.0,792.0,17.3,0.61,0.0,0.29,14.4,23.3,19.0,2.9,1.5,4.1,13.2,14.0,1.7,1.0,2.7,0.16,0.5,0.4,0.9,0.6
2013,8,1652,DEN,Denver Nuggets,23.0,NBA,C,81.0,1817.0,17.2,0.58,0.0,0.2,13.3,21.2,17.3,2.6,1.2,4.4,8.7,14.5,3.9,2.5,6.5,0.17,0.2,0.4,0.6,1.2
2014,15,1652,MEM,Memphis Grizzlies,24.0,NBA,C,80.0,1349.0,16.5,0.51,0.0,0.2,14.0,22.7,18.4,4.7,1.3,4.4,11.8,19.4,1.3,2.2,3.5,0.12,-1.5,0.1,-1.5,0.2
2015,15,1652,MEM,Memphis Grizzlies,25.0,NBA,C,81.0,1348.0,14.2,0.53,0.0,0.24,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,0.8,2.5,3.3,0.12,-2.0,0.7,-1.2,0.2
2016,26,1652,SAC,Sacramento Kings,26.0,NBA,C,78.0,1482.0,15.1,0.54,0.0,0.23,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,2.1,1.4,3.5,0.11,-1.3,-0.6,-2.0,0.0
2017,26,1652,SAC,Sacramento Kings,27.0,NBA,C,71.0,1419.0,13.8,0.56,0.0,0.16,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.09,-2.1,-0.4,-2.5,-0.2
2018,26,1652,SAC,Sacramento Kings,28.0,NBA,C,71.0,1391.0,17.5,0.57,0.0,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,0.13,-0.2,-0.2,-0.4,0.6
2019,26,1652,SAC,Sacramento Kings,29.0,NBA,C,42.0,502.0,12.3,0.48,0.0,0.16,10.4,26.3,18.2,9.5,1.4,3.1,14.2,15.7,0.0,0.7,0.7,0.06,-3.6,0.2,-3.4,-0.2
