Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2009,27,1288,SAS,San Antonio Spurs,George Hill,"May 4, 1986",22.0,NBA,PG,77.0,7.0,1270.0,150.0,372.0,0.4,24.0,73.0,0.33,126.0,299.0,0.42,0.44,114.0,146.0,0.78,30.0,128.0,158.0,136.0,45.0,21.0,74.0,150.0,438.0,,0.0
2010,27,1288,SAS,San Antonio Spurs,George Hill,"May 4, 1986",23.0,NBA,PG,78.0,43.0,2276.0,353.0,738.0,0.48,75.0,188.0,0.4,278.0,550.0,0.5,0.53,183.0,237.0,0.77,42.0,163.0,205.0,226.0,69.0,26.0,101.0,222.0,964.0,,0.0
2011,27,1288,SAS,San Antonio Spurs,George Hill,"May 4, 1986",24.0,NBA,PG,76.0,5.0,2148.0,287.0,633.0,0.45,77.0,204.0,0.38,210.0,429.0,0.49,0.51,233.0,270.0,0.86,24.0,175.0,199.0,193.0,66.0,21.0,99.0,153.0,884.0,,0.0
2012,12,1288,IND,Indiana Pacers,George Hill,"May 4, 1986",25.0,NBA,PG,50.0,9.0,1274.0,168.0,380.0,0.44,54.0,147.0,0.37,114.0,233.0,0.49,0.51,91.0,117.0,0.78,31.0,120.0,151.0,145.0,42.0,17.0,52.0,98.0,481.0,,0.0
2013,12,1288,IND,Indiana Pacers,George Hill,"May 4, 1986",26.0,NBA,PG,76.0,76.0,2620.0,386.0,871.0,0.44,130.0,353.0,0.37,256.0,518.0,0.49,0.52,174.0,213.0,0.82,47.0,237.0,284.0,355.0,81.0,26.0,116.0,134.0,1076.0,,0.0
2014,12,1288,IND,Indiana Pacers,George Hill,"May 4, 1986",27.0,NBA,PG,76.0,76.0,2434.0,272.0,616.0,0.44,95.0,260.0,0.36,177.0,356.0,0.5,0.52,142.0,176.0,0.81,53.0,230.0,283.0,265.0,75.0,23.0,92.0,158.0,781.0,,0.0
2015,12,1288,IND,Indiana Pacers,George Hill,"May 4, 1986",28.0,NBA,PG,43.0,36.0,1267.0,255.0,535.0,0.48,69.0,193.0,0.36,186.0,342.0,0.54,0.54,113.0,143.0,0.79,25.0,154.0,179.0,220.0,44.0,14.0,69.0,111.0,692.0,,1.0
2016,12,1288,IND,Indiana Pacers,George Hill,"May 4, 1986",29.0,NBA,PG,74.0,73.0,2524.0,326.0,739.0,0.44,128.0,314.0,0.41,198.0,425.0,0.47,0.53,114.0,150.0,0.76,58.0,240.0,298.0,259.0,83.0,17.0,101.0,149.0,894.0,,0.0
2017,29,1288,UTA,Utah Jazz,George Hill,"May 4, 1986",30.0,NBA,PG,49.0,49.0,1544.0,289.0,606.0,0.48,94.0,233.0,0.4,195.0,373.0,0.52,0.55,157.0,196.0,0.8,23.0,144.0,167.0,204.0,50.0,11.0,85.0,114.0,829.0,,0.0
2018,31,1288,TOT,Total After Trade,George Hill,"May 4, 1986",31.0,NBA,PG,67.0,60.0,1812.0,236.0,513.0,0.46,85.0,205.0,0.42,151.0,308.0,0.49,0.54,110.0,140.0,0.79,42.0,139.0,181.0,186.0,61.0,27.0,88.0,128.0,667.0,,0.0
2018,26,1288,SAC,Sacramento Kings,George Hill,"May 4, 1986",31.0,NBA,PG,43.0,36.0,1143.0,153.0,326.0,0.47,58.0,128.0,0.45,95.0,198.0,0.48,0.56,77.0,99.0,0.78,22.0,95.0,117.0,119.0,39.0,12.0,60.0,75.0,441.0,,0.0
2018,6,1288,CLE,Cleveland Cavaliers,George Hill,"May 4, 1986",31.0,NBA,PG,24.0,24.0,669.0,83.0,187.0,0.44,27.0,77.0,0.35,56.0,110.0,0.51,0.52,33.0,41.0,0.8,20.0,44.0,64.0,67.0,22.0,15.0,28.0,53.0,226.0,,0.0
2019,31,1288,TOT,Total After Trade,George Hill,"May 4, 1986",32.0,NBA,PG,60.0,13.0,1302.0,170.0,376.0,0.45,48.0,153.0,0.31,122.0,223.0,0.55,0.52,70.0,85.0,0.82,39.0,109.0,148.0,135.0,52.0,8.0,51.0,102.0,458.0,,0.0
2019,6,1288,CLE,Cleveland Cavaliers,George Hill,"May 4, 1986",32.0,NBA,PG,13.0,13.0,344.0,55.0,107.0,0.51,13.0,28.0,0.46,42.0,79.0,0.53,0.57,17.0,20.0,0.85,12.0,15.0,27.0,36.0,12.0,1.0,20.0,35.0,140.0,,0.0
2019,17,1288,MIL,Milwaukee Bucks,George Hill,"May 4, 1986",32.0,NBA,PG,47.0,0.0,958.0,115.0,269.0,0.43,35.0,125.0,0.28,80.0,144.0,0.56,0.49,53.0,65.0,0.82,27.0,94.0,121.0,99.0,40.0,7.0,31.0,67.0,318.0,,0.0
2020,17,1288,MIL,Milwaukee Bucks,George Hill,"May 4, 1986",33.0,NBA,PG,59.0,2.0,1271.0,194.0,376.0,0.52,81.0,176.0,0.46,113.0,200.0,0.56,0.62,85.0,101.0,0.84,50.0,127.0,177.0,180.0,47.0,5.0,57.0,84.0,554.0,,0.0
2021,21,1288,OKC,Oklahoma City Thunder,George Hill,"May 4, 1986",34.0,NBA,PG,14.0,14.0,369.0,61.0,120.0,0.51,22.0,57.0,0.39,39.0,63.0,0.62,0.6,21.0,25.0,0.84,8.0,21.0,29.0,43.0,12.0,2.0,12.0,12.0,165.0,,0.0
