PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Richard Jefferson,26,12,12,40.8,6.8,14.0,0.48200000000000004,1.1,3.3,0.325,5.7,10.7,0.531,0.521,5.1,5.5,0.924,0.3,5.3,5.6,2.3,0.8,0.4,2.3,2.0,19.7
Vince Carter,30,12,12,40.6,7.8,19.6,0.396,1.8,4.5,0.389,6.0,15.1,0.39799999999999996,0.44,5.1,7.3,0.693,1.4,5.4,6.8,5.3,0.9,0.6,3.2,2.9,22.3
Jason Kidd,33,12,12,40.3,5.3,12.3,0.43200000000000005,2.8,6.8,0.42,2.5,5.6,0.44799999999999995,0.547,1.1,2.1,0.52,1.9,9.0,10.9,10.9,1.8,0.4,3.4,2.6,14.6
Mikki Moore,31,12,12,33.3,4.7,8.3,0.56,0.0,0.0,,4.7,8.3,0.56,0.56,1.9,2.4,0.7929999999999999,1.9,3.7,5.6,1.2,0.8,0.6,1.7,3.9,11.3
Jason Collins,28,12,12,27.4,1.0,1.8,0.5710000000000001,0.0,0.0,,1.0,1.8,0.5710000000000001,0.5710000000000001,0.3,0.9,0.364,1.3,2.0,3.3,0.2,0.6,0.3,1.3,3.8,2.3
Boštjan Nachbar,26,12,0,23.4,3.3,7.9,0.42100000000000004,1.5,4.0,0.375,1.8,3.9,0.46799999999999997,0.516,1.8,1.8,0.955,0.4,2.5,2.9,1.5,0.6,0.1,1.5,2.5,9.9
Antoine Wright,22,12,0,13.6,1.4,3.0,0.47200000000000003,0.3,0.5,0.5,1.2,2.5,0.467,0.514,0.8,0.8,0.9,0.4,1.5,1.9,0.1,0.4,0.3,0.4,1.2,3.8
Josh Boone,22,12,0,9.8,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.6,1.0,1.6,0.3,0.1,0.3,0.3,1.3,3.0
Marcus Williams,21,12,0,6.5,1.0,3.0,0.33299999999999996,0.1,1.1,0.077,0.9,1.9,0.478,0.34700000000000003,0.3,0.4,0.8,0.3,0.6,0.8,1.1,0.1,0.0,1.0,0.3,2.4
Bernard Robinson,26,1,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0
Clifford Robinson,40,4,0,5.0,0.3,1.5,0.16699999999999998,0.3,0.5,0.5,0.0,1.0,0.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.8
Eddie House,28,4,0,4.5,0.5,2.0,0.25,0.3,1.5,0.16699999999999998,0.3,0.5,0.5,0.313,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.0,0.5,0.5,1.3
Hassan Adams,22,6,0,1.5,0.2,0.3,0.5,0.0,0.0,,0.2,0.3,0.5,0.5,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3
