PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Chris Webber,27,70,70,40.5,11.2,23.4,0.48100000000000004,0.0,0.4,0.071,11.2,23.0,0.488,0.48100000000000004,4.6,6.6,0.703,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2,27.1
Peja Stojaković,23,75,75,38.7,7.5,15.9,0.47,1.9,4.8,0.4,5.5,11.1,0.501,0.531,3.6,4.2,0.856,1.2,4.5,5.8,2.2,1.2,0.2,1.9,1.9,20.4
Doug Christie,30,81,81,36.3,3.8,9.7,0.395,1.2,3.1,0.376,2.7,6.6,0.40299999999999997,0.45399999999999996,3.5,3.9,0.897,1.2,3.2,4.4,3.6,2.3,0.6,1.9,2.8,12.3
Vlade Divac,32,81,81,29.9,4.5,9.3,0.48200000000000004,0.0,0.2,0.28600000000000003,4.4,9.1,0.486,0.485,3.0,4.3,0.691,2.6,5.8,8.3,2.9,1.1,1.1,2.4,3.0,12.0
Jason Williams,25,77,77,29.7,3.6,9.0,0.40700000000000003,1.3,4.0,0.315,2.4,4.9,0.483,0.478,0.8,1.0,0.789,0.2,2.2,2.4,5.4,1.2,0.1,2.1,1.5,9.4
Scot Pollard,25,77,8,21.5,2.4,5.1,0.46799999999999997,0.0,0.0,0.0,2.4,5.1,0.47100000000000003,0.46799999999999997,1.7,2.2,0.7490000000000001,2.2,3.8,6.0,0.6,0.6,1.3,0.9,2.7,6.5
Bobby Jackson,27,79,7,20.9,2.9,6.7,0.439,0.5,1.3,0.375,2.4,5.3,0.455,0.47600000000000003,0.8,1.1,0.7390000000000001,0.9,2.2,3.1,2.0,1.1,0.1,1.3,1.8,7.2
Hedo Türkoğlu,21,74,7,16.8,1.9,4.5,0.41200000000000003,0.4,1.2,0.326,1.5,3.4,0.442,0.45399999999999996,1.2,1.5,0.777,0.7,2.2,2.8,0.9,0.7,0.3,0.7,1.9,5.3
Jon Barry,31,62,2,16.3,1.7,4.1,0.40399999999999997,0.7,2.1,0.348,0.9,2.0,0.46299999999999997,0.494,1.0,1.2,0.877,0.3,1.3,1.5,2.1,0.5,0.1,0.9,1.1,5.1
Lawrence Funderburke,30,59,2,11.8,2.0,4.1,0.496,0.0,0.0,,2.0,4.1,0.496,0.496,0.8,1.3,0.623,1.3,2.1,3.3,0.3,0.2,0.2,0.5,0.7,4.9
Nick Anderson,33,21,0,8.0,0.7,2.7,0.24600000000000002,0.5,1.9,0.256,0.2,0.9,0.222,0.33299999999999996,0.0,0.0,,0.1,1.0,1.2,0.6,0.5,0.2,0.3,0.6,1.8
Jabari Smith,23,9,0,7.3,1.2,2.4,0.5,0.0,0.0,,1.2,2.4,0.5,0.5,0.4,0.7,0.667,0.1,0.8,0.9,0.7,0.4,0.0,0.3,0.8,2.9
Darrick Martin,29,31,0,5.7,0.9,2.5,0.382,0.5,0.9,0.519,0.5,1.6,0.306,0.474,1.0,1.1,0.8859999999999999,0.1,0.5,0.5,0.5,0.2,0.0,0.3,0.9,3.3
Art Long,28,9,0,2.2,0.0,0.4,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.7,0.9,0.1,0.0,0.3,0.2,0.6,0.0
