SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,21,OKC,Kevin Durant,21,6,231,16.6,0.5,0.28,0.5,3.8,18.4,11.0,13.4,0.7,2.8,12.8,34.0,-0.1,0.3,0.3,0.05,3.0,-0.9,2.1,0.2
2010,21,OKC,Jeff Green,23,6,224,8.6,0.45,0.39,0.29,2.9,11.0,6.9,8.3,0.9,1.1,7.1,17.3,0.0,0.2,0.2,0.04,-1.5,-0.6,-2.1,0.0
2010,21,OKC,Russell Westbrook,21,6,212,24.3,0.57,0.13,0.42,5.2,13.7,9.4,38.9,2.5,0.4,11.5,26.2,0.6,0.3,0.9,0.21,5.8,2.4,8.2,0.6
2010,21,OKC,Serge Ibaka,20,6,153,15.3,0.6,0.0,0.29,9.3,19.0,14.1,2.6,0.7,6.4,13.2,13.5,0.2,0.3,0.5,0.14,-1.0,2.0,0.9,0.1
2010,21,OKC,Nick Collison,29,6,129,5.1,0.35,0.04,0.29,10.2,13.8,12.0,2.7,2.1,0.6,12.9,11.0,-0.1,0.2,0.1,0.02,-5.5,-0.6,-6.1,-0.1
2010,21,OKC,Nenad Krstic,26,6,129,14.5,0.5,0.0,0.38,12.8,17.3,15.0,5.9,1.2,2.5,10.4,17.0,0.1,0.2,0.3,0.12,-0.7,0.2,-0.5,0.1
2010,21,OKC,Thabo Sefolosha,25,6,127,9.3,0.44,0.48,0.33,2.6,13.2,7.8,9.6,2.1,3.8,6.1,11.8,0.0,0.2,0.2,0.08,-2.0,3.0,1.1,0.1
2010,21,OKC,James Harden,20,6,120,15.8,0.58,0.52,0.61,0.9,13.0,6.9,17.0,2.6,0.7,7.1,16.1,0.3,0.2,0.5,0.19,0.9,3.3,4.2,0.2
2010,21,OKC,Eric Maynor,22,6,76,8.0,0.44,0.3,0.55,1.4,11.8,6.6,21.1,0.7,1.1,16.8,17.9,-0.1,0.1,0.0,0.0,-3.3,-1.5,-4.8,-0.1
2010,21,OKC,Etan Thomas,31,2,17,30.0,0.87,0.0,0.33,6.5,19.7,13.0,0.0,0.0,0.0,12.7,21.1,0.1,0.0,0.1,0.28,6.9,2.0,8.9,0.0
2010,21,OKC,Kyle Weaver,23,1,12,2.5,0.25,0.25,0.0,0.0,18.6,9.2,30.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,-0.05,-6.6,0.0,-6.6,0.0
2010,21,OKC,Kevin Ollie,37,1,5,-8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,-0.2,-8.9,-3.6,-12.5,0.0
2010,21,OKC,Byron Mullens,20,1,4,-13.7,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,-0.47,-14.6,-9.4,-24.0,0.0
