PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
LeBron James,25,11,460,28.6,0.607,0.237,0.569,4.0,22.1,13.3,36.8,2.1,3.0,13.7,30.9,,1.5,0.8,2.3,0.242,,8.5,3.0,11.5,1.6
Mo Williams,27,11,411,12.1,0.537,0.409,0.36200000000000004,0.9,8.8,5.0,23.9,0.8,0.3,13.5,19.3,,0.4,0.3,0.7,0.08,,0.4,-1.4,-1.0,0.1
Antawn Jamison,33,11,375,14.5,0.542,0.285,0.299,5.3,20.2,12.9,6.7,1.0,2.1,10.4,21.5,,0.2,0.5,0.7,0.091,,-0.1,-0.1,-0.2,0.2
Anthony Parker,34,11,331,9.8,0.644,0.688,0.23399999999999999,0.4,8.8,4.7,6.6,1.4,0.6,13.5,11.5,,0.3,0.3,0.6,0.086,,0.8,0.7,1.5,0.3
Delonte West,26,11,269,8.9,0.5,0.284,0.239,2.7,6.5,4.7,17.3,1.7,0.8,20.4,16.1,,-0.1,0.3,0.1,0.021,,-1.7,-0.4,-2.1,0.0
Anderson Varejão,27,11,255,11.6,0.511,0.021,0.6459999999999999,10.6,22.4,16.7,4.2,2.2,2.5,16.3,13.4,,0.1,0.4,0.6,0.105,,-2.3,1.2,-1.1,0.1
Shaquille O'Neal,37,11,243,16.2,0.5589999999999999,0.0,0.505,10.6,19.2,15.0,11.7,0.4,3.8,17.4,26.4,,0.1,0.3,0.4,0.08199999999999999,,-1.3,0.4,-0.9,0.1
Jamario Moon,29,11,113,17.8,0.75,0.667,0.125,2.2,14.5,8.5,7.3,1.8,3.1,0.0,10.4,,0.3,0.2,0.5,0.212,,5.4,3.2,8.6,0.3
J.J. Hickson,21,11,79,12.4,0.6709999999999999,0.0,0.727,1.6,11.8,6.8,2.3,0.0,0.0,17.1,20.6,,0.1,0.0,0.1,0.08199999999999999,,-1.0,-1.0,-2.0,0.0
Zydrunas Ilgauskas,34,7,69,9.7,0.419,0.0,0.231,12.5,6.8,9.6,6.6,0.0,7.1,6.5,10.3,,0.0,0.1,0.1,0.087,,-2.3,0.7,-1.5,0.0
Daniel Gibson,23,5,23,1.3,0.444,0.5710000000000001,0.28600000000000003,0.0,15.2,7.8,6.8,0.0,0.0,20.2,20.0,,-0.1,0.0,0.0,-0.08800000000000001,,-6.5,-4.4,-10.9,-0.1
Leon Powe,26,3,9,3.5,0.434,0.0,1.0,13.7,13.0,13.3,0.0,0.0,0.0,14.8,35.0,,0.0,0.0,0.0,-0.086,,-13.6,-7.3,-20.9,0.0
Jawad Williams,26,3,4,-24.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,,0.0,0.0,0.0,-0.5539999999999999,,-20.5,-8.3,-28.8,0.0
