PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Kobe Bryant,31,23,923,24.7,0.5670000000000001,0.256,0.358,3.3,14.0,8.7,26.0,1.8,1.4,11.8,33.2,,2.7,0.9,3.6,0.19,,6.1,0.9,7.0,2.1
Pau Gasol,29,23,913,24.0,0.599,0.01,0.516,11.7,20.6,16.2,14.9,0.5,4.2,10.5,21.0,,3.2,1.1,4.3,0.22399999999999998,,4.6,1.2,5.9,1.8
Metta World Peace,30,23,839,10.8,0.47700000000000004,0.461,0.15,4.6,8.0,6.3,8.9,2.2,1.1,8.5,16.1,,0.4,0.7,1.1,0.064,,-1.0,0.7,-0.3,0.4
Derek Fisher,35,23,754,10.8,0.5710000000000001,0.41,0.306,1.4,7.5,4.5,12.7,2.0,0.1,14.8,14.8,,0.8,0.5,1.4,0.087,,-2.0,1.3,-0.7,0.2
Lamar Odom,30,23,667,15.4,0.514,0.21100000000000002,0.258,10.5,23.9,17.2,10.7,1.2,2.5,11.5,16.7,,0.8,0.9,1.7,0.125,,-0.1,0.7,0.6,0.4
Andrew Bynum,22,23,561,17.3,0.57,0.0,0.376,12.2,20.6,16.4,3.4,0.6,5.1,10.8,15.8,,1.0,0.7,1.7,0.15,,0.3,-0.2,0.1,0.3
Shannon Brown,24,23,324,9.7,0.474,0.299,0.262,2.5,7.8,5.2,9.5,1.7,1.7,9.8,18.7,,0.0,0.3,0.3,0.040999999999999995,,-2.6,-0.1,-2.7,-0.1
Jordan Farmar,23,23,301,11.2,0.526,0.532,0.138,0.4,10.0,5.2,16.3,3.0,0.0,16.7,18.2,,0.1,0.3,0.4,0.06,,-1.6,1.4,-0.2,0.1
Luke Walton,29,16,96,4.4,0.363,0.391,0.174,0.0,9.6,4.8,20.7,0.6,1.7,13.9,13.7,,-0.1,0.1,0.0,-0.018000000000000002,,-4.8,0.2,-4.7,-0.1
Sasha Vujačić,25,10,76,14.1,0.605,0.652,0.261,4.6,7.6,6.1,10.2,1.4,0.0,10.5,17.2,,0.2,0.0,0.2,0.14,,2.5,1.0,3.5,0.1
Josh Powell,27,13,40,3.7,0.461,0.125,0.5,5.8,11.5,8.7,3.6,0.0,0.0,9.3,12.3,,0.0,0.0,0.0,0.033,,-7.3,-1.4,-8.7,-0.1
Adam Morrison,25,2,13,21.5,0.444,0.222,0.0,17.9,26.6,22.3,16.4,0.0,0.0,0.0,31.6,,0.0,0.0,0.0,0.131,,-0.5,-2.9,-3.4,0.0
Didier Ilunga-Mbenga,29,3,12,11.3,0.38799999999999996,0.0,0.16699999999999998,0.0,48.1,24.1,13.6,0.0,0.0,0.0,24.5,,0.0,0.0,0.0,0.066,,-3.7,-0.5,-4.2,0.0
