SEASON,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1979 - 80,DEN,82,19830,40.3,87.0,0.46299999999999997,1.0,3.0,0.325,39.4,84.0,0.46799999999999997,21.8,29.6,0.737,15.3,29.4,44.7,24.2,8.7,4.7,17.9,22.3,103.4
