Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,25,604,POR,Portland Trail Blazers,26.0,NBA,C,7.0,,228.0,5.7,11.7,0.49,0.0,0.0,,5.7,11.7,0.49,2.4,2.7,0.88,3.8,5.1,8.8,1.4,0.3,1.3,2.7,5.2,13.7
1984,25,604,POR,Portland Trail Blazers,27.0,NBA,C,5.0,,104.0,3.5,9.3,0.37,0.0,0.0,,3.5,9.3,0.37,1.4,2.8,0.5,3.8,3.1,6.9,1.4,0.3,1.4,1.7,4.8,8.3
1985,8,604,DEN,Denver Nuggets,28.0,NBA,C,15.0,12.0,321.0,7.5,16.0,0.47,0.0,0.0,,7.5,16.0,0.47,3.4,4.5,0.75,3.8,6.6,10.4,2.2,0.9,4.0,2.1,5.8,18.4
1986,8,604,DEN,Denver Nuggets,29.0,NBA,C,8.0,4.0,154.0,5.6,13.1,0.43,0.0,0.2,0.0,5.6,12.9,0.44,3.5,5.1,0.68,2.6,6.8,9.4,1.6,0.5,1.2,2.6,7.2,14.7
1987,8,604,DEN,Denver Nuggets,30.0,NBA,C,3.0,1.0,41.0,4.4,10.5,0.42,0.0,0.0,,4.4,10.5,0.42,1.8,1.8,1.0,5.3,9.7,14.9,1.8,0.0,0.9,0.9,7.9,10.5
1988,8,604,DEN,Denver Nuggets,31.0,NBA,C,9.0,0.0,96.0,3.0,8.6,0.35,0.0,0.0,,3.0,8.6,0.35,0.7,0.7,1.0,6.0,6.4,12.4,2.3,1.1,3.0,1.5,7.1,6.8
1989,8,604,DEN,Denver Nuggets,32.0,NBA,C,3.0,3.0,44.0,4.9,9.8,0.5,0.0,0.0,,4.9,9.8,0.5,0.0,0.0,,3.3,7.4,10.6,1.6,0.8,1.6,0.0,8.2,9.8
1990,25,604,POR,Portland Trail Blazers,33.0,NBA,C,18.0,0.0,248.0,2.8,6.8,0.4,0.0,0.0,,2.8,6.8,0.4,1.5,2.8,0.53,3.6,6.7,10.3,0.7,0.7,4.2,0.7,5.8,7.0
1991,25,604,POR,Portland Trail Blazers,34.0,NBA,C,3.0,0.0,13.0,2.8,5.5,0.5,0.0,0.0,,2.8,5.5,0.5,0.0,0.0,,2.8,11.1,13.8,2.8,0.0,0.0,2.8,5.5,5.5
1992,25,604,POR,Portland Trail Blazers,35.0,NBA,C,3.0,0.0,27.0,2.7,5.3,0.5,0.0,0.0,,2.7,5.3,0.5,0.0,0.0,,1.3,9.3,10.7,0.0,0.0,4.0,1.3,5.3,5.3
