Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1015,527.0,10851.0,9.72,0.5,0.19,0.49,6.42,11.45,8.87,6.22,2.1,1.34,17.52,15.29,5.0,7.2,11.8,0.03,-2.83,0.12,-2.71,-0.02
