Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2016,25,POR,Portland Trail Blazers,Damian Lillard,25,75,75,35.7,8.2,19.7,0.42,3.1,8.1,0.38,5.2,11.5,0.45,0.5,5.5,6.2,0.89,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1
2016,25,POR,Portland Trail Blazers,CJ McCollum,24,80,80,34.8,8.0,17.9,0.45,2.5,5.9,0.42,5.6,12.0,0.46,0.52,2.3,2.8,0.83,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8
2016,25,POR,Portland Trail Blazers,Al-Farouq Aminu,25,82,82,28.5,3.6,8.8,0.42,1.5,4.3,0.36,2.1,4.5,0.47,0.5,1.4,1.9,0.74,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2
2016,25,POR,Portland Trail Blazers,Allen Crabbe,23,81,8,26.0,3.8,8.4,0.46,1.4,3.5,0.39,2.5,4.9,0.51,0.54,1.2,1.4,0.87,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3
2016,25,POR,Portland Trail Blazers,Mason Plumlee,25,82,82,25.4,3.3,6.3,0.52,0.0,0.0,0.0,3.3,6.3,0.52,0.52,2.6,4.1,0.64,2.5,5.2,7.7,2.8,0.8,1.0,1.9,3.1,9.1
2016,25,POR,Portland Trail Blazers,Meyers Leonard,23,61,10,21.9,3.2,7.1,0.45,1.4,3.7,0.38,1.8,3.4,0.53,0.55,0.6,0.8,0.76,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,8.4
2016,25,POR,Portland Trail Blazers,Ed Davis,26,81,0,20.8,2.5,4.2,0.61,0.0,0.0,,2.5,4.2,0.61,0.61,1.4,2.5,0.56,2.8,4.6,7.4,1.1,0.7,0.9,0.8,2.5,6.5
2016,25,POR,Portland Trail Blazers,Gerald Henderson,28,72,0,19.9,3.2,7.3,0.44,0.7,1.9,0.35,2.6,5.5,0.47,0.48,1.6,2.0,0.77,0.4,2.5,2.9,1.0,0.5,0.3,0.9,1.2,8.7
2016,25,POR,Portland Trail Blazers,Maurice Harkless,22,78,14,18.7,2.5,5.3,0.47,0.5,1.8,0.28,2.0,3.5,0.58,0.52,0.9,1.4,0.62,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,6.4
2016,25,POR,Portland Trail Blazers,Noah Vonleh,20,78,56,15.1,1.5,3.6,0.42,0.1,0.6,0.24,1.4,3.0,0.46,0.44,0.5,0.7,0.74,1.2,2.7,3.9,0.4,0.3,0.3,0.6,1.9,3.6
2016,25,POR,Portland Trail Blazers,Tim Frazier,25,35,1,7.8,0.6,1.7,0.33,0.1,0.5,0.18,0.5,1.2,0.4,0.36,0.2,0.4,0.53,0.3,0.8,1.1,1.2,0.3,0.0,0.8,0.9,1.5
2016,25,POR,Portland Trail Blazers,Chris Kaman,33,16,2,7.0,1.3,2.7,0.46,0.1,0.3,0.25,1.2,2.4,0.49,0.48,0.2,0.2,1.0,0.4,1.1,1.5,0.7,0.1,0.1,0.5,0.9,2.8
2016,25,POR,Portland Trail Blazers,Brian Roberts,30,21,0,6.5,1.1,2.4,0.46,0.3,0.7,0.4,0.8,1.7,0.49,0.52,0.4,0.5,0.8,0.1,0.5,0.6,0.8,0.1,0.0,0.3,0.6,2.9
2016,25,POR,Portland Trail Blazers,Cliff Alexander,20,8,0,4.5,0.6,1.3,0.5,0.0,0.0,,0.6,1.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3
2016,25,POR,Portland Trail Blazers,Pat Connaughton,23,34,0,4.2,0.4,1.4,0.26,0.1,0.6,0.24,0.2,0.8,0.29,0.32,0.1,0.1,1.0,0.3,0.6,0.9,0.3,0.1,0.0,0.3,0.2,1.1
2016,25,POR,Portland Trail Blazers,Luis Montero,22,12,0,3.5,0.4,1.6,0.26,0.1,0.8,0.11,0.3,0.8,0.4,0.29,0.3,0.3,0.75,0.0,0.3,0.3,0.1,0.0,0.0,0.3,0.1,1.2
