Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2016,5,CHI,Charlotte Bobcats,Jimmy Butler,26,67,67,36.9,7.0,15.4,0.45,1.0,3.1,0.31,6.1,12.4,0.49,0.48,5.9,7.1,0.83,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9
2016,5,CHI,Charlotte Bobcats,Pau Gasol,35,72,72,31.8,6.5,13.8,0.47,0.3,1.0,0.35,6.2,12.9,0.48,0.48,3.2,4.0,0.79,2.2,8.9,11.0,4.1,0.6,2.0,2.3,2.1,16.5
2016,5,CHI,Charlotte Bobcats,Derrick Rose,27,66,66,31.8,6.8,15.9,0.43,0.7,2.3,0.29,6.1,13.6,0.45,0.45,2.2,2.7,0.79,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4
2016,5,CHI,Charlotte Bobcats,Taj Gibson,30,73,55,26.5,3.6,6.8,0.53,0.0,0.0,0.0,3.6,6.8,0.53,0.53,1.4,2.0,0.69,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,8.6
2016,5,CHI,Charlotte Bobcats,Nikola Mirotic,24,66,38,24.9,3.8,9.2,0.41,2.0,5.2,0.39,1.7,4.0,0.43,0.52,2.2,2.7,0.81,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8
2016,5,CHI,Charlotte Bobcats,Doug McDermott,24,81,4,23.0,3.6,8.0,0.45,1.4,3.2,0.42,2.2,4.8,0.47,0.54,0.9,1.0,0.86,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,9.4
2016,5,CHI,Charlotte Bobcats,Mike Dunleavy,35,31,30,22.7,2.5,6.1,0.41,1.3,3.2,0.39,1.2,2.9,0.43,0.51,0.9,1.2,0.78,0.3,2.4,2.7,1.3,0.5,0.3,0.8,2.1,7.2
2016,5,CHI,Charlotte Bobcats,Joakim Noah,30,29,2,21.9,1.8,4.6,0.38,0.0,0.0,0.0,1.8,4.6,0.39,0.38,0.8,1.6,0.49,3.0,5.8,8.8,3.8,0.6,1.0,1.8,2.7,4.3
2016,5,CHI,Charlotte Bobcats,E'Twaun Moore,26,59,22,21.4,3.2,6.6,0.48,0.8,1.8,0.45,2.4,4.8,0.49,0.54,0.4,0.6,0.63,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,7.5
2016,5,CHI,Charlotte Bobcats,Tony Snell,24,64,33,20.3,2.0,5.3,0.37,0.9,2.4,0.36,1.1,2.9,0.38,0.45,0.5,0.5,0.91,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,5.3
2016,5,CHI,Charlotte Bobcats,Justin Holiday,26,27,4,18.9,2.4,5.7,0.41,1.0,2.2,0.43,1.4,3.5,0.4,0.5,0.8,1.0,0.82,0.3,2.0,2.3,1.7,0.7,0.6,1.0,1.5,6.5
2016,5,CHI,Charlotte Bobcats,Bobby Portis,20,62,4,17.8,3.0,7.0,0.43,0.3,0.8,0.31,2.7,6.2,0.44,0.44,0.8,1.1,0.73,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7.0
2016,5,CHI,Charlotte Bobcats,Aaron Brooks,31,69,0,16.1,2.7,6.8,0.4,1.0,2.7,0.36,1.8,4.1,0.43,0.47,0.7,0.9,0.77,0.3,1.2,1.5,2.6,0.4,0.1,1.2,1.9,7.1
2016,5,CHI,Charlotte Bobcats,Kirk Hinrich,35,35,7,15.9,1.3,3.4,0.4,0.7,1.6,0.41,0.7,1.8,0.39,0.5,0.4,0.5,0.94,0.2,1.5,1.7,1.7,0.4,0.0,0.8,1.8,3.8
2016,5,CHI,Charlotte Bobcats,Cristiano Felicio,23,31,4,10.4,1.3,2.3,0.56,0.0,0.1,0.0,1.3,2.2,0.59,0.56,0.8,1.1,0.71,1.0,2.3,3.3,0.8,0.2,0.4,0.4,1.0,3.4
2016,5,CHI,Charlotte Bobcats,Cameron Bairstow,25,18,2,5.7,0.7,2.2,0.32,0.1,0.3,0.2,0.7,1.9,0.34,0.34,0.4,0.4,0.88,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9
