Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,7,2249,DAL,Dallas Mavericks,23.0,NBA,C,64.0,3.0,869.0,4.2,10.2,0.41,0.3,1.1,0.27,3.9,9.2,0.42,1.7,2.6,0.66,2.7,6.2,8.9,1.2,1.0,1.3,1.3,4.1,10.4
1997,18,2249,MIN,Minnesota Timberwolves,24.0,NBA,PF,76.0,0.0,961.0,3.9,7.6,0.51,0.0,0.0,0.0,3.9,7.5,0.51,1.7,2.8,0.6,3.1,4.2,7.3,1.3,1.5,1.8,1.2,5.6,9.4
1998,18,2249,MIN,Minnesota Timberwolves,25.0,NBA,C,79.0,43.0,1703.0,4.7,9.5,0.5,0.0,0.0,0.0,4.7,9.5,0.5,2.3,3.6,0.65,3.0,6.3,9.2,1.1,0.8,1.8,1.4,5.0,11.8
1999,15,2249,VAN,Vancouver Grizzlies,26.0,NBA,C,48.0,41.0,1118.0,3.8,8.9,0.43,0.0,0.0,0.0,3.8,8.8,0.43,1.0,1.8,0.55,2.4,5.4,7.8,1.2,0.9,0.9,1.6,3.7,8.6
2001,31,2249,TOT,Total After Trade,28.0,NBA,C,65.0,31.0,1054.0,4.6,9.4,0.49,0.0,0.2,0.0,4.6,9.2,0.5,1.1,1.5,0.7,2.4,5.4,7.8,1.6,0.9,1.2,1.4,4.2,10.2
2001,30,2249,WAS,Washington Wizards,28.0,NBA,C,13.0,0.0,178.0,3.6,7.7,0.47,0.0,0.0,,3.6,7.7,0.47,2.4,3.4,0.71,2.6,5.5,8.1,1.4,1.2,2.2,2.0,4.0,9.7
2001,13,2249,LAC,Los Angeles Clippers,28.0,NBA,C,52.0,31.0,876.0,4.8,9.7,0.49,0.0,0.2,0.0,4.8,9.5,0.5,0.8,1.1,0.7,2.4,5.4,7.8,1.6,0.8,1.0,1.3,4.2,10.3
2002,27,2249,SAS,San Antonio Spurs,29.0,NBA,C,42.0,1.0,234.0,4.6,12.8,0.36,0.0,0.0,,4.6,12.8,0.36,0.5,1.2,0.38,3.7,5.2,8.9,1.5,1.1,1.2,2.2,5.2,9.7
2003,13,2249,LAC,Los Angeles Clippers,30.0,NBA,PF,30.0,18.0,648.0,4.6,9.1,0.5,0.1,0.1,0.5,4.5,8.9,0.5,1.3,2.1,0.6,2.6,4.8,7.3,1.2,0.9,1.1,1.0,2.9,10.4
2004,10,2249,GSW,Golden State Warriors,31.0,NBA,C,12.0,0.0,64.0,2.3,5.6,0.4,0.0,0.0,,2.3,5.6,0.4,2.3,3.4,0.67,2.3,3.4,5.6,0.6,0.0,1.7,1.1,3.9,6.8
