Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2007,1,1562,ATL,Atlanta Hawks,Solomon Jones,1984-07-16,22.0,NBA,PF,58.0,666.0,12.3,0.59,0.01,0.59,8.7,15.9,12.3,2.7,0.9,4.9,13.4,12.8,1.0,0.7,1.6,0.12,-3.4,0.2,-3.1,-0.2
2008,1,1562,ATL,Atlanta Hawks,Solomon Jones,1984-07-16,23.0,NBA,PF,35.0,145.0,6.8,0.45,0.07,0.67,15.3,18.4,16.9,0.0,1.1,2.6,22.1,15.6,-0.1,0.1,0.0,0.0,-6.7,-2.0,-8.8,-0.2
2009,1,1562,ATL,Atlanta Hawks,Solomon Jones,1984-07-16,24.0,NBA,C,63.0,675.0,12.0,0.66,0.02,0.67,9.1,15.6,12.3,3.4,0.6,3.9,15.8,11.8,1.2,0.7,1.9,0.14,-3.2,0.5,-2.7,-0.1
2010,12,1562,IND,Indiana Pacers,Solomon Jones,1984-07-16,25.0,NBA,C,52.0,675.0,9.9,0.5,0.02,0.4,8.2,15.1,11.6,7.3,1.0,3.9,16.2,16.1,0.0,0.8,0.8,0.06,-5.0,0.8,-4.2,-0.4
2011,12,1562,IND,Indiana Pacers,Solomon Jones,1984-07-16,26.0,NBA,C,39.0,528.0,8.5,0.47,0.01,0.51,9.5,14.2,11.9,8.5,1.2,3.0,19.1,15.4,-0.2,0.6,0.5,0.04,-5.3,0.8,-4.5,-0.3
2012,31,1562,TOT,Total After Trade,Solomon Jones,1984-07-16,27.0,NBA,"C,PF",21.0,292.0,9.1,0.47,0.0,0.38,13.1,10.5,11.8,4.9,1.7,3.1,20.2,14.4,0.0,0.3,0.3,0.04,-4.0,-0.1,-4.2,-0.2
2012,13,1562,LAC,Los Angeles Clippers,Solomon Jones,1984-07-16,27.0,NBA,PF,10.0,96.0,5.3,0.29,0.0,0.62,13.5,7.5,10.5,2.8,2.2,4.3,32.9,7.3,-0.1,0.1,0.0,0.01,-4.5,-0.1,-4.6,-0.1
2012,19,1562,NOH,New Orleans Hornets,Solomon Jones,1984-07-16,27.0,NBA,C,11.0,196.0,11.0,0.5,0.0,0.34,13.0,12.0,12.5,5.9,1.4,2.5,17.6,17.8,0.1,0.2,0.2,0.06,-3.8,-0.2,-4.0,-0.1
2013,20,1562,NYK,New York Knicks,Solomon Jones,1984-07-16,28.0,NBA,PF,2.0,26.0,-5.7,0.0,0.0,0.0,4.4,9.3,6.8,0.0,0.0,3.3,75.0,7.2,-0.1,0.0,-0.1,-0.17,-9.7,-1.2,-10.9,-0.1
2014,22,1562,ORL,Orlando Magic,Solomon Jones,1984-07-16,29.0,NBA,PF,11.0,85.0,5.8,0.37,0.0,0.24,10.6,10.7,10.7,3.4,1.2,1.8,9.6,11.1,0.0,0.1,0.0,0.01,-5.1,-1.5,-6.6,-0.1
