SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,12,IND,Brandon Rush,24,82,2491,9.6,0.52,0.43,0.13,1.8,13.5,7.6,6.9,1.1,1.9,11.1,14.8,0.0,2.5,2.5,0.05,-1.5,0.1,-1.3,0.4
2010,12,IND,Troy Murphy,29,72,2344,18.0,0.58,0.41,0.24,6.0,28.5,17.2,10.6,1.5,1.0,10.0,18.8,4.1,3.7,7.8,0.16,2.4,0.6,2.9,2.9
2010,12,IND,Earl Watson,30,79,2322,10.9,0.52,0.35,0.32,2.5,8.8,5.6,25.6,2.2,0.5,22.6,14.7,0.3,2.3,2.6,0.06,-2.6,0.3,-2.3,-0.2
2010,12,IND,Danny Granger,26,62,2278,19.8,0.56,0.38,0.38,3.2,13.3,8.2,13.6,2.0,1.6,10.6,28.7,3.5,2.7,6.2,0.13,3.1,0.0,3.1,2.9
2010,12,IND,Roy Hibbert,23,81,2035,16.2,0.54,0.01,0.29,9.4,15.5,12.4,13.5,0.7,4.6,14.1,22.2,1.6,2.5,4.1,0.1,-1.5,0.6,-0.9,0.6
2010,12,IND,Dahntay Jones,29,76,1892,10.8,0.53,0.05,0.41,2.7,10.5,6.6,12.9,1.0,1.5,14.9,20.1,0.1,1.6,1.8,0.04,-3.3,-0.4,-3.6,-0.8
2010,12,IND,Mike Dunleavy,29,67,1486,13.1,0.53,0.42,0.28,1.8,15.6,8.7,11.3,1.3,0.7,10.3,20.7,0.8,1.5,2.3,0.08,-0.5,-0.4,-0.8,0.4
2010,12,IND,T.J. Ford,26,47,1189,13.4,0.51,0.12,0.32,3.7,10.0,6.8,24.8,1.8,0.7,15.9,21.0,0.3,1.1,1.4,0.06,-1.4,0.0,-1.4,0.2
2010,12,IND,A.J. Price,23,56,865,14.0,0.53,0.49,0.21,1.5,9.7,5.6,20.5,2.0,0.2,13.2,22.7,0.4,0.8,1.2,0.06,-0.1,-0.4,-0.5,0.3
2010,12,IND,Luther Head,27,47,813,11.5,0.53,0.34,0.19,0.8,10.0,5.4,14.8,1.1,0.8,13.8,21.2,-0.1,0.6,0.6,0.03,-1.5,-0.9,-2.4,-0.1
2010,12,IND,Solomon Jones,25,52,675,9.9,0.5,0.02,0.4,8.2,15.1,11.6,7.3,1.0,3.9,16.2,16.1,0.0,0.8,0.8,0.06,-5.0,0.8,-4.2,-0.4
2010,12,IND,Josh McRoberts,22,42,524,14.8,0.55,0.16,0.26,8.3,18.2,13.2,13.5,1.6,2.2,10.5,15.3,0.8,0.7,1.5,0.13,-1.1,0.9,-0.2,0.2
2010,12,IND,Tyler Hansbrough,24,29,511,14.6,0.45,0.02,0.5,12.7,16.8,14.7,9.0,1.6,1.1,7.1,25.5,0.1,0.6,0.7,0.07,-2.2,-1.2,-3.3,-0.2
2010,12,IND,Jeff Foster,33,16,255,9.6,0.49,0.02,0.2,14.4,20.3,17.3,12.1,0.6,1.1,21.9,11.1,0.2,0.3,0.4,0.08,-3.4,0.2,-3.2,-0.1
2010,12,IND,Travis Diener,27,4,25,7.9,0.22,0.83,0.33,0.0,8.8,4.4,22.0,5.9,0.0,0.0,12.1,0.0,0.0,0.0,-0.0,-5.4,4.1,-1.3,0.0
