Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,17,MIL,Milwaukee Bucks,Brandon Jennings,20,82,2671,14.5,0.48,0.32,0.22,2.0,10.4,6.0,29.6,2.1,0.5,13.0,26.1,0.3,3.9,4.2,0.08,0.5,0.2,0.7,1.8
2010,17,MIL,Milwaukee Bucks,Carlos Delfino,27,75,2279,12.9,0.53,0.5,0.16,2.4,18.0,9.8,14.0,1.8,0.7,13.2,18.0,1.1,3.7,4.8,0.1,-0.1,1.5,1.5,2.0
2010,17,MIL,Milwaukee Bucks,Andrew Bogut,25,69,2229,20.7,0.54,0.0,0.26,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,2.6,4.8,7.5,0.16,0.8,2.2,3.1,2.8
2010,17,MIL,Milwaukee Bucks,Ersan Ilyasova,22,81,1898,15.7,0.53,0.33,0.22,9.0,22.6,15.5,7.5,1.5,1.0,8.2,20.8,2.5,3.3,5.8,0.15,0.1,0.3,0.4,1.1
2010,17,MIL,Milwaukee Bucks,Luc Mbah a Moute,23,73,1866,11.8,0.53,0.05,0.36,9.9,14.6,12.2,6.5,1.7,1.6,14.1,12.1,1.8,3.0,4.7,0.12,-1.8,1.5,-0.3,0.8
2010,17,MIL,Milwaukee Bucks,Luke Ridnour,28,82,1759,17.7,0.57,0.26,0.2,1.5,8.1,4.6,31.9,1.6,0.3,12.4,22.0,4.0,2.2,6.2,0.17,1.7,0.5,2.2,1.8
2010,17,MIL,Milwaukee Bucks,Charlie Bell,30,71,1611,7.9,0.49,0.45,0.15,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,0.1,1.9,2.0,0.06,-2.9,0.5,-2.4,-0.2
2010,17,MIL,Milwaukee Bucks,John Salmons,30,30,1129,17.6,0.58,0.26,0.36,1.6,8.3,4.8,15.0,1.6,0.3,9.4,22.7,2.5,1.4,3.9,0.16,2.2,0.9,3.2,1.4
2010,17,MIL,Milwaukee Bucks,Kurt Thomas,37,70,1049,9.9,0.49,0.0,0.07,8.7,23.5,15.8,6.7,1.3,3.4,18.3,11.3,0.0,2.0,2.1,0.1,-4.4,2.1,-2.2,-0.1
2010,17,MIL,Milwaukee Bucks,Hakim Warrick,27,48,1024,15.6,0.54,0.02,0.46,9.2,14.6,11.8,5.8,0.9,0.8,11.2,22.6,1.2,1.3,2.5,0.12,-0.4,-0.5,-1.0,0.3
2010,17,MIL,Milwaukee Bucks,Jerry Stackhouse,35,42,855,11.1,0.52,0.41,0.22,2.4,11.3,6.6,13.4,1.3,0.8,16.0,21.9,-0.3,1.1,0.9,0.05,-1.4,-0.3,-1.7,0.1
2010,17,MIL,Milwaukee Bucks,Michael Redd,30,18,492,12.1,0.44,0.28,0.31,2.4,10.4,6.2,13.0,2.0,0.3,5.8,23.7,-0.1,0.7,0.6,0.06,-0.9,1.0,0.1,0.2
2010,17,MIL,Milwaukee Bucks,Jodie Meeks,22,41,486,8.4,0.45,0.46,0.12,1.1,16.4,8.4,7.2,1.4,0.6,9.7,19.2,-0.4,0.7,0.3,0.03,-3.1,0.1,-3.0,-0.1
2010,17,MIL,Milwaukee Bucks,Dan Gadzuric,31,32,314,10.5,0.44,0.0,0.28,13.1,20.5,16.6,6.0,1.5,3.3,13.0,16.6,-0.1,0.6,0.5,0.08,-5.2,0.7,-4.5,-0.2
2010,17,MIL,Milwaukee Bucks,Roko Ukic,25,13,97,12.2,0.57,0.4,0.37,0.0,3.7,1.8,20.0,0.5,0.0,14.7,19.1,0.1,0.1,0.2,0.1,-1.1,-0.7,-1.8,0.0
2010,17,MIL,Milwaukee Bucks,Royal Ivey,28,18,90,6.8,0.38,0.39,0.18,1.2,9.3,5.0,16.8,5.2,0.0,16.6,18.2,-0.2,0.2,0.0,0.0,-7.4,4.2,-3.3,0.0
2010,17,MIL,Milwaukee Bucks,Francisco Elson,33,11,62,5.4,0.36,0.0,0.15,8.7,15.4,11.9,4.6,0.8,0.0,6.7,10.9,0.0,0.1,0.1,0.04,-4.9,-0.9,-5.7,-0.1
2010,17,MIL,Milwaukee Bucks,Primoz Brezec,30,14,59,7.6,0.47,0.0,0.31,11.0,14.2,12.5,2.6,0.0,2.7,11.9,12.9,0.0,0.1,0.1,0.06,-5.4,-0.6,-6.0,-0.1
2010,17,MIL,Milwaukee Bucks,Darnell Jackson,24,1,9,-6.3,0.2,0.2,0.0,12.0,13.3,12.6,0.0,0.0,0.0,0.0,25.2,-0.1,0.0,0.0,-0.23,-17.6,-10.3,-27.9,-0.1
