Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1996,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",23.0,NBA,PF,79.0,4.0,1416.0,7.3,16.4,0.44,0.0,0.1,0.0,7.3,16.3,0.44,4.5,7.6,0.6,6.2,7.3,13.5,1.9,1.7,1.6,3.3,8.2,19.0,,102.0,107.0
1997,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",24.0,NBA,PF,30.0,0.0,501.0,8.5,17.9,0.48,0.0,0.0,,8.5,17.9,0.48,5.0,8.3,0.6,5.2,7.6,12.8,2.5,2.3,0.7,3.2,8.1,22.0,,105.0,101.0
1998,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",25.0,NBA,PF,69.0,33.0,2000.0,10.0,20.6,0.48,0.1,0.2,0.5,9.9,20.5,0.48,6.9,10.6,0.65,5.5,6.6,12.1,2.0,1.1,1.0,3.0,4.8,27.0,,111.0,106.0
1999,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",26.0,NBA,SF,38.0,37.0,1142.0,9.2,20.8,0.44,0.0,0.0,0.0,9.2,20.8,0.44,4.9,7.3,0.67,4.9,7.4,12.3,1.4,1.6,0.9,2.9,4.7,23.3,,102.0,97.0
2001,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",28.0,NBA,PF,73.0,42.0,1810.0,8.6,19.4,0.44,0.0,0.0,0.0,8.6,19.3,0.44,5.0,7.8,0.64,5.2,6.5,11.7,1.4,1.5,0.8,3.6,4.7,22.2,,97.0,105.0
2002,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",29.0,NBA,PF,26.0,1.0,422.0,7.3,14.4,0.51,0.1,0.1,1.0,7.2,14.2,0.5,3.0,5.6,0.53,3.8,8.2,12.0,1.4,1.4,1.9,2.6,5.0,17.7,,102.0,105.0
2003,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",30.0,NBA,C,82.0,3.0,1494.0,5.4,11.6,0.47,0.0,0.1,0.0,5.4,11.5,0.47,3.1,4.9,0.64,5.5,8.5,14.1,1.4,1.2,1.1,2.2,5.9,13.9,,106.0,106.0
2004,1,1247,ATL,Atlanta Hawks,Alan Henderson,"December 2, 1972",31.0,NBA,PF,6.0,0.0,68.0,7.8,16.3,0.48,0.0,0.0,,7.8,16.3,0.48,3.1,4.7,0.67,8.5,7.8,16.3,1.6,0.8,1.6,2.3,0.8,18.7,,110.0,107.0
2005,7,1247,DAL,Dallas Mavericks,Alan Henderson,"December 2, 1972",32.0,NBA,PF,78.0,10.0,1203.0,5.0,9.5,0.53,0.0,0.1,0.0,5.0,9.4,0.53,1.8,3.3,0.54,7.1,7.9,15.0,0.9,1.2,1.6,2.1,6.4,11.7,,114.0,104.0
2006,6,1247,CLE,Cleveland Cavaliers,Alan Henderson,"December 2, 1972",33.0,NBA,C,51.0,3.0,531.0,4.7,9.2,0.52,0.0,0.0,,4.7,9.2,0.52,3.3,4.9,0.67,6.0,7.8,13.8,1.0,0.9,1.2,2.2,5.8,12.8,,115.0,106.0
2007,23,1247,PHI,Philadelphia 76Ers,Alan Henderson,"December 2, 1972",34.0,NBA,PF,38.0,5.0,418.0,5.4,8.5,0.64,0.0,0.0,,5.4,8.5,0.64,4.2,6.0,0.7,6.1,7.5,13.5,1.3,1.1,1.5,1.5,7.8,15.1,,136.0,106.0
