Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,29,2532,UTA,Utah Jazz,23.0,NBA,SF,6.0,0.0,36.0,4.0,10.0,0.4,2.0,3.0,0.67,2.0,7.0,0.29,6.0,6.0,1.0,4.0,5.0,9.0,3.0,0.0,0.0,1.0,3.0,16.0
1995,29,2532,UTA,Utah Jazz,24.0,NBA,SF,2.0,0.0,13.0,11.1,19.4,0.57,5.5,11.1,0.5,5.5,8.3,0.67,2.8,5.5,0.5,2.8,2.8,5.5,8.3,2.8,0.0,0.0,5.5,30.5
1996,29,2532,UTA,Utah Jazz,25.0,NBA,SF,18.0,0.0,459.0,4.5,9.7,0.47,2.0,4.2,0.47,2.6,5.6,0.46,2.4,3.0,0.82,1.3,4.5,5.9,1.7,1.8,0.7,0.8,3.3,13.5
1997,29,2532,UTA,Utah Jazz,26.0,NBA,SF,20.0,20.0,758.0,4.2,9.2,0.46,1.7,4.8,0.36,2.5,4.4,0.58,1.5,2.0,0.72,0.9,3.5,4.4,1.3,1.0,0.3,0.9,2.8,11.6
1998,29,2532,UTA,Utah Jazz,27.0,NBA,SF,20.0,13.0,698.0,3.6,7.6,0.47,1.2,3.2,0.36,2.4,4.3,0.55,3.0,4.2,0.72,0.6,4.2,4.8,1.1,1.1,0.3,0.9,2.5,11.3
1999,29,2532,UTA,Utah Jazz,28.0,NBA,SF,11.0,11.0,387.0,4.6,10.7,0.43,0.8,3.3,0.25,3.7,7.3,0.51,2.4,3.3,0.72,1.6,4.7,6.2,1.2,1.9,0.2,1.0,3.4,12.4
2001,29,2532,UTA,Utah Jazz,30.0,NBA,SF,5.0,5.0,214.0,4.2,9.4,0.45,1.7,3.7,0.46,2.5,5.7,0.44,1.9,2.0,0.92,0.7,5.4,6.1,2.5,0.5,0.2,0.3,2.2,11.9
2002,29,2532,UTA,Utah Jazz,31.0,NBA,SG,4.0,4.0,120.0,2.7,10.8,0.25,1.8,4.5,0.4,0.9,6.3,0.14,1.2,1.2,1.0,1.8,3.3,5.1,2.1,1.2,0.0,2.7,4.5,8.4
2004,14,2532,LAL,Los Angeles Lakers,33.0,NBA,SF,6.0,0.0,16.0,0.0,6.8,0.0,0.0,4.5,0.0,0.0,2.3,0.0,0.0,0.0,,2.3,0.0,2.3,4.5,2.3,0.0,0.0,4.5,0.0
2005,8,2532,DEN,Denver Nuggets,34.0,NBA,SF,3.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
