Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,23.0,UTA,NBA,SF,6.0,0.0,36.0,4.0,10.0,0.4,2.0,3.0,0.667,2.0,7.0,0.286,6.0,6.0,1.0,4.0,5.0,9.0,3.0,0.0,0.0,1.0,3.0,16.0
1995,24.0,UTA,NBA,SF,2.0,0.0,13.0,11.1,19.4,0.571,5.5,11.1,0.5,5.5,8.3,0.667,2.8,5.5,0.5,2.8,2.8,5.5,8.3,2.8,0.0,0.0,5.5,30.5
1996,25.0,UTA,NBA,SF,18.0,0.0,459.0,4.5,9.7,0.468,2.0,4.2,0.472,2.6,5.6,0.465,2.4,3.0,0.816,1.3,4.5,5.9,1.7,1.8,0.7,0.8,3.3,13.5
1997,26.0,UTA,NBA,SF,20.0,20.0,758.0,4.2,9.2,0.461,1.7,4.8,0.356,2.5,4.4,0.576,1.5,2.0,0.721,0.9,3.5,4.4,1.3,1.0,0.3,0.9,2.8,11.6
1998,27.0,UTA,NBA,SF,20.0,13.0,698.0,3.6,7.6,0.469,1.2,3.2,0.365,2.4,4.3,0.548,3.0,4.2,0.716,0.6,4.2,4.8,1.1,1.1,0.3,0.9,2.5,11.3
1999,28.0,UTA,NBA,SF,11.0,11.0,387.0,4.6,10.7,0.426,0.8,3.3,0.25,3.7,7.3,0.506,2.4,3.3,0.722,1.6,4.7,6.2,1.2,1.9,0.2,1.0,3.4,12.4
2001,30.0,UTA,NBA,SF,5.0,5.0,214.0,4.2,9.4,0.446,1.7,3.7,0.455,2.5,5.7,0.441,1.9,2.0,0.917,0.7,5.4,6.1,2.5,0.5,0.2,0.3,2.2,11.9
2002,31.0,UTA,NBA,SG,4.0,4.0,120.0,2.7,10.8,0.25,1.8,4.5,0.4,0.9,6.3,0.143,1.2,1.2,1.0,1.8,3.3,5.1,2.1,1.2,0.0,2.7,4.5,8.4
2004,33.0,LAL,NBA,SF,6.0,0.0,16.0,0.0,6.8,0.0,0.0,4.5,0.0,0.0,2.3,0.0,0.0,0.0,,2.3,0.0,2.3,4.5,2.3,0.0,0.0,4.5,0.0
2005,34.0,DEN,NBA,SF,3.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
