Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2009,20,983,NYK,New York Knicks,Danilo Gallinari,"August 8, 1988",20.0,NBA,SG,28.0,2.0,412.0,6.7,15.1,0.45,3.9,8.7,0.44,2.9,6.4,0.45,3.1,3.3,0.96,1.6,5.1,6.6,1.8,1.7,0.5,1.8,5.8,20.5,,120.0,111.0
2010,20,983,NYK,New York Knicks,Danilo Gallinari,"August 8, 1988",21.0,NBA,SF,81.0,74.0,2747.0,7.3,17.2,0.42,3.5,9.1,0.38,3.8,8.2,0.47,4.7,5.7,0.82,1.2,6.2,7.4,2.5,1.4,1.1,2.0,3.6,22.7,,113.0,112.0
2011,31,983,TOT,Total After Trade,Danilo Gallinari,"August 8, 1988",22.0,NBA,"PF,SF",62.0,60.0,2104.0,6.3,15.3,0.41,2.5,7.0,0.35,3.9,8.3,0.47,8.0,9.3,0.86,1.4,5.9,7.3,2.5,1.2,0.6,2.0,3.4,23.2,,120.0,111.0
2011,20,983,NYK,New York Knicks,Danilo Gallinari,"August 8, 1988",22.0,NBA,PF,48.0,48.0,1671.0,6.3,15.3,0.42,2.5,7.2,0.35,3.8,8.1,0.47,7.8,8.7,0.89,1.4,5.4,6.9,2.5,1.1,0.5,1.7,3.5,23.0,,122.0,112.0
2011,8,983,DEN,Denver Nuggets,Danilo Gallinari,"August 8, 1988",22.0,NBA,SF,14.0,12.0,433.0,6.3,15.2,0.41,2.3,6.3,0.37,3.9,8.9,0.44,9.0,11.7,0.77,1.3,7.5,8.8,2.6,1.5,1.0,2.9,3.1,23.9,,113.0,107.0
2012,8,983,DEN,Denver Nuggets,Danilo Gallinari,"August 8, 1988",23.0,NBA,SF,43.0,40.0,1351.0,7.3,17.6,0.41,2.3,6.9,0.33,5.0,10.7,0.47,6.9,7.9,0.87,1.1,6.6,7.6,4.4,1.6,0.9,2.6,3.2,23.7,,114.0,107.0
2013,8,983,DEN,Denver Nuggets,Danilo Gallinari,"August 8, 1988",24.0,NBA,SF,71.0,71.0,2309.0,8.0,19.0,0.42,3.0,7.9,0.37,5.0,11.1,0.45,6.3,7.6,0.82,1.4,6.6,8.0,3.8,1.4,0.8,2.4,2.8,25.1,,116.0,107.0
2015,8,983,DEN,Denver Nuggets,Danilo Gallinari,"August 8, 1988",26.0,NBA,SF,59.0,27.0,1426.0,8.0,19.9,0.4,3.7,10.5,0.36,4.2,9.4,0.45,6.0,6.7,0.9,1.1,6.5,7.6,2.9,1.6,0.7,2.0,3.3,25.7,,114.0,109.0
2016,8,983,DEN,Denver Nuggets,Danilo Gallinari,"August 8, 1988",27.0,NBA,SF,53.0,53.0,1839.0,7.8,19.1,0.41,2.4,6.5,0.36,5.5,12.6,0.43,10.2,11.8,0.87,1.4,6.2,7.7,3.7,1.1,0.5,2.1,2.4,28.2,,120.0,111.0
2017,8,983,DEN,Denver Nuggets,Danilo Gallinari,"August 8, 1988",28.0,NBA,SF,63.0,63.0,2134.0,7.7,17.2,0.45,2.9,7.4,0.39,4.8,9.7,0.49,8.0,8.9,0.9,0.9,6.5,7.4,3.1,0.9,0.3,1.9,2.1,26.2,,126.0,115.0
2018,13,983,LAC,Los Angeles Clippers,Danilo Gallinari,"August 8, 1988",29.0,NBA,SF,21.0,21.0,671.0,7.4,18.6,0.4,2.6,8.0,0.32,4.8,10.5,0.46,5.9,6.3,0.93,0.7,6.7,7.3,3.0,0.9,0.7,1.9,2.2,23.3,,111.0,112.0
2019,13,983,LAC,Los Angeles Clippers,Danilo Gallinari,"August 8, 1988",30.0,NBA,SF,68.0,68.0,2059.0,9.4,20.3,0.46,3.7,8.5,0.43,5.7,11.7,0.48,8.4,9.3,0.9,1.2,8.3,9.6,4.1,1.1,0.5,2.3,3.0,30.9,,125.0,112.0
2020,21,983,OKC,Oklahoma City Thunder,Danilo Gallinari,"August 8, 1988",31.0,NBA,PF,62.0,62.0,1834.0,9.5,21.6,0.44,4.7,11.6,0.4,4.8,10.0,0.48,7.0,7.9,0.89,0.9,7.6,8.5,3.2,1.1,0.1,2.0,2.0,30.7,,120.0,111.0
2021,1,983,ATL,Atlanta Hawks,Danilo Gallinari,"August 8, 1988",32.0,NBA,PF,11.0,1.0,191.0,8.1,18.5,0.44,4.1,10.4,0.39,4.1,8.1,0.5,8.4,8.6,0.97,0.8,6.1,6.8,3.3,0.3,0.3,4.1,4.6,28.6,,116.0,115.0
