Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1988,27,73,SAS,San Antonio Spurs,Greg Anderson,1964-06-22,23.0,NBA,PF,3.0,95.0,8.0,0.48,0.0,0.25,6.2,20.9,12.4,4.1,1.0,2.4,20.0,20.2,-0.2,0.1,-0.1,-0.07,-4.7,-1.8,-6.4,-0.1
1990,17,73,MIL,Milwaukee Bucks,Greg Anderson,1964-06-22,25.0,NBA,PF,4.0,101.0,11.3,0.66,0.0,0.74,7.4,23.1,15.1,0.0,0.5,2.6,13.7,13.1,0.1,0.0,0.1,0.07,-2.8,-0.7,-3.5,0.0
1995,1,73,ATL,Atlanta Hawks,Greg Anderson,1964-06-22,30.0,NBA,PF,3.0,39.0,10.5,0.37,0.0,0.8,2.8,36.6,18.8,8.7,2.8,4.1,0.0,8.1,0.0,0.1,0.1,0.11,-4.4,4.4,0.0,0.0
1996,27,73,SAS,San Antonio Spurs,Greg Anderson,1964-06-22,31.0,NBA,PF,6.0,34.0,-3.6,0.08,0.0,0.4,7.3,24.2,16.0,0.0,3.3,2.1,40.5,14.0,-0.2,0.0,-0.2,-0.24,-12.3,-1.0,-13.3,-0.1
1998,1,73,ATL,Atlanta Hawks,Greg Anderson,1964-06-22,33.0,NBA,C,1.0,4.0,-11.0,0.0,,,0.0,64.9,31.9,0.0,0.0,19.3,53.2,23.6,-0.1,0.0,0.0,-0.53,-23.9,7.0,-16.9,0.0
