PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Michael Jordan,33,19,19,42.3,11.9,26.2,0.456,0.7,3.5,0.19399999999999998,11.3,22.7,0.49700000000000005,0.469,6.5,7.8,0.831,2.2,5.7,7.9,4.8,1.6,0.9,2.6,2.4,31.1
Scottie Pippen,31,19,19,39.6,6.8,16.3,0.41700000000000004,2.1,5.9,0.345,4.7,10.3,0.45899999999999996,0.48100000000000004,3.6,4.5,0.7909999999999999,1.9,4.9,6.8,3.8,1.5,0.9,2.9,2.6,19.2
Dennis Rodman,35,19,14,28.2,1.6,4.3,0.37,0.2,0.8,0.25,1.4,3.4,0.4,0.395,0.8,1.4,0.5770000000000001,3.1,5.3,8.4,1.4,0.5,0.2,1.5,3.9,4.2
Ron Harper,33,19,19,27.1,2.6,6.6,0.4,1.1,3.2,0.344,1.5,3.4,0.45299999999999996,0.484,1.1,1.5,0.75,1.1,3.2,4.3,3.0,1.3,0.7,0.6,2.3,7.5
Luc Longley,28,19,19,22.7,3.0,5.5,0.5479999999999999,0.0,0.0,,3.0,5.5,0.5479999999999999,0.5479999999999999,0.5,1.4,0.385,2.1,2.4,4.4,1.8,0.4,0.8,1.5,3.4,6.5
Toni Kukoč,28,19,0,22.3,2.4,6.6,0.36,1.0,2.8,0.358,1.4,3.8,0.361,0.436,2.2,3.1,0.7070000000000001,0.7,2.2,2.8,2.8,0.7,0.2,0.9,1.6,7.9
Steve Kerr,31,19,0,17.9,1.7,4.1,0.429,0.8,2.2,0.381,0.9,1.8,0.486,0.532,0.7,0.7,0.929,0.2,0.7,0.9,1.1,0.9,0.1,0.4,1.3,5.0
Bison Dele,27,19,0,17.7,2.6,5.5,0.48100000000000004,0.0,0.0,,2.6,5.5,0.48100000000000004,0.48100000000000004,0.8,1.6,0.516,1.6,2.1,3.7,0.6,1.0,0.4,0.7,3.3,6.1
Jason Caffey,23,17,5,9.8,0.9,1.9,0.455,0.0,0.0,,0.9,1.9,0.455,0.455,0.6,0.8,0.7859999999999999,1.5,1.0,2.5,0.9,0.2,0.2,0.7,1.6,2.4
Robert Parish,43,2,0,9.0,0.5,3.5,0.14300000000000002,0.0,0.0,,0.5,3.5,0.14300000000000002,0.14300000000000002,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.5,0.0,1.0,1.0
Jud Buechler,28,18,0,7.7,0.7,1.7,0.419,0.2,0.7,0.33299999999999996,0.5,1.1,0.474,0.484,0.2,0.3,0.6,0.5,0.8,1.3,0.3,0.2,0.1,0.1,0.8,1.8
Randy Brown,28,17,0,5.8,0.5,1.8,0.3,0.0,0.0,,0.5,1.8,0.3,0.3,0.2,0.3,0.6,0.2,0.4,0.6,0.4,0.5,0.1,0.2,1.3,1.2
