Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
10,Mark Acres,1962-11-15,393.0,75.0,6251.0,4.35,9.75,0.45,0.34,0.66,0.51,4.03,9.09,0.44,2.33,3.62,0.64,4.69,7.65,12.35,1.14,0.88,0.79,2.28,6.86,11.35,106.5,110.25
