Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021,15,156,MEM,Memphis Grizzlies,Desmond Bane,"June 25, 1998",22.0,NBA,SG,22,3,23.0,3.7,7.8,0.47,1.9,4.2,0.46,1.8,3.6,0.49,0.6,0.7,0.8,0.83,0.4,2.3,2.7,1.5,0.7,0.1,1.1,1.7,10.0
